order_id,user_id,product_id,quantity,order_date,order_status,payment_method,unit_price,total_amount,discount,actual_payment,delivery_date,receive_date,review_score,review_content,order_date_date
O00000969,U000638,P000194,2,2025/10/1 22:38,已取消,花呗,979.71,1939.06,18.46,1920.6,,,,,2025-10-01
O00000970,U003459,P000004,1,2025/12/9 22:38,已完成,支付宝,148.74,148.12,27.05,121.07,2025/12/12 22:38,2025/12/15 22:38,4,下次还会购买,2025-12-09
O00000971,U001443,P000532,4,2026/2/10 22:38,已完成,银行卡,680.75,2552.14,77.05,2475.09,2026/2/12 22:38,2026/2/14 22:38,4,下次还会购买,2026-02-10
O00000972,U001218,P001894,4,2025/11/13 22:38,已付款,花呗,258.01,894.97,207.51,687.46,,,,,2025-11-13
O00000973,U000983,P001971,5,2026/2/22 22:38,已完成,银行卡,6475.6,32243.98,1795.01,30448.97,2026/2/26 22:38,2026/2/28 22:38,,,2026-02-22
O00000974,U003217,P000722,4,2025/11/29 22:38,已完成,支付宝,1822.43,6400.96,1127.99,5272.97,2025/11/30 22:38,2025/12/3 22:38,4,,2025-11-29
O00000975,U001161,P001258,5,2025/9/22 22:38,已付款,银行卡,700.38,3324.61,196.89,3127.72,,,,,2025-09-22
O00000976,U001571,P001222,2,2025/12/22 22:38,已收货,花呗,234.66,399.23,73.13,326.1,2025/12/27 22:38,2025/12/30 22:38,,,2025-12-22
O00000977,U000524,P000567,2,2025/10/9 22:38,已完成,花呗,183.87,357.28,30.08,327.2,2025/10/14 22:38,2025/10/15 22:38,,,2025-10-09
O00000978,U002883,P001582,3,2025/12/3 22:38,已发货,微信支付,7469.01,20817.45,2363.44,18454.01,2025/12/5 22:38,,,,2025-12-03
O00000979,U001637,P001071,4,2026/1/26 22:38,已完成,支付宝,2634.02,9383.41,1086.65,8296.76,2026/1/28 22:38,2026/1/31 22:38,,,2026-01-26
O00000980,U000220,P000598,5,2025/9/20 22:38,待付款,微信支付,760.82,3300.55,713.93,2586.62,,,,,2025-09-20
O00000981,U000993,P001100,1,2025/10/29 22:38,已发货,花呗,586.18,565.69,118.37,447.32,2025/11/3 22:38,,,,2025-10-29
O00000982,U000229,P000326,2,2025/11/29 22:38,已付款,微信支付,291.65,498.59,115.03,383.56,,,,,2025-11-29
O00000983,U003516,P000910,4,2026/2/12 22:38,已收货,花呗,667.57,2532.92,27.08,2505.84,2026/2/13 22:38,2026/2/14 22:38,,,2026-02-12
O00000984,U003615,P001234,4,2025/11/27 22:38,已发货,花呗,975.82,3861.54,58.72,3802.82,2025/12/1 22:38,,,,2025-11-27
O00000985,U000336,P001492,3,2025/12/6 22:38,已发货,花呗,728.1,2002.43,350.9,1651.53,2025/12/10 22:38,,,,2025-12-06
O00000986,U000500,P001491,4,2025/12/6 22:38,已完成,支付宝,1061.6,3750.14,1022.24,2727.9,2025/12/8 22:38,2025/12/11 22:38,,,2025-12-06
O00000987,U000739,P001413,2,2026/1/2 22:38,已完成,微信支付,775.5,1333.02,390.77,942.25,2026/1/5 22:38,2026/1/8 22:38,,,2026-01-02
O00000988,U003657,P000800,3,2026/1/29 22:38,已发货,银行卡,62.91,167.81,50.07,117.74,2026/2/3 22:38,,,,2026-01-29
O00000989,U000727,P000378,2,2026/1/18 22:38,已完成,微信支付,63.29,117.62,12.79,104.83,2026/1/21 22:38,2026/1/23 22:38,5,好评！,2026-01-18
O00000990,U001189,P001882,3,2025/9/24 22:38,已收货,支付宝,5449.44,16082.96,2615.18,13467.78,2025/9/28 22:38,2025/9/30 22:38,,,2025-09-24
O00000991,U003794,P001265,4,2025/9/18 22:38,已收货,支付宝,86.81,331.55,17.62,313.93,2025/9/22 22:38,2025/9/23 22:38,,,2025-09-18
O00000992,U000260,P000682,5,2025/11/22 22:38,已完成,信用卡,1798.2,8600.41,501.42,8098.99,2025/11/26 22:38,2025/11/29 22:38,5,物美价廉,2025-11-22
O00000993,U000266,P000936,1,2025/11/14 22:38,已收货,银行卡,982.81,903.72,163.51,740.21,2025/11/17 22:38,2025/11/20 22:38,,,2025-11-14
O00000994,U000795,P001887,3,2025/12/31 22:38,已发货,银行卡,731.93,2160.49,463.3,1697.19,2026/1/4 22:38,,,,2025-12-31
O00000995,U000111,P000404,5,2026/1/20 22:38,已付款,信用卡,753.06,3688.68,613.39,3075.29,,,,,2026-01-20
O00000996,U002306,P000813,5,2025/11/17 22:38,已完成,信用卡,279.94,1242.08,351.68,890.4,2025/11/21 22:38,2025/11/24 22:38,,,2025-11-17
O00000997,U002615,P001676,4,2025/9/10 22:38,已发货,微信支付,551.02,2042.39,193.63,1848.76,2025/9/11 22:38,,,,2025-09-10
O00000998,U002628,P001961,2,2025/12/11 22:38,已完成,微信支付,562.59,988.42,50.55,937.87,2025/12/12 22:38,2025/12/13 22:38,5,好评！,2025-12-11
O00000999,U000424,P000242,3,2026/2/15 22:38,已完成,微信支付,1506.17,4155.72,534.83,3620.89,2026/2/20 22:38,2026/2/22 22:38,5,好评！,2026-02-15
O00001000,U003937,P001262,1,2025/10/8 22:38,已完成,支付宝,950.52,937.98,274.76,663.22,2025/10/13 22:38,2025/10/15 22:38,4,好评！,2025-10-08
O00001001,U003561,P001162,5,2025/9/12 22:38,已完成,花呗,696.43,3313.47,578.96,2734.51,2025/9/16 22:38,2025/9/18 22:38,4,,2025-09-12
O00001002,U002696,P000885,4,2025/11/6 22:38,已付款,微信支付,1940.38,6717.54,199.15,6518.39,,,,,2025-11-06
O00001003,U002319,P000490,2,2025/11/15 22:38,已完成,银行卡,956.67,1828.75,183.36,1645.39,2025/11/19 22:38,2025/11/21 22:38,5,,2025-11-15
O00001004,U003133,P000386,4,2026/1/29 22:38,已取消,微信支付,486.84,1911.66,493.3,1418.36,,,,,2026-01-29
O00001005,U004477,P000952,5,2026/2/9 22:38,待付款,花呗,403.58,1917.58,352.4,1565.18,,,,,2026-02-09
O00001006,U004846,P000656,4,2026/1/31 22:38,已发货,微信支付,5316.96,18189.38,4586.76,13602.62,2026/2/5 22:38,,,,2026-01-31
O00001007,U002526,P001069,1,2025/11/25 22:38,已收货,支付宝,748.3,638.72,20.75,617.97,2025/11/27 22:38,2025/11/30 22:38,,,2025-11-25
O00001008,U002925,P001967,4,2025/11/19 22:38,已完成,花呗,186.33,634.45,99.83,534.62,2025/11/23 22:38,2025/11/24 22:38,5,好评！,2025-11-19
O00001009,U002712,P000169,5,2026/1/3 22:38,已付款,支付宝,679.53,3290.45,697.94,2592.51,,,,,2026-01-03
O00001010,U000020,P000300,1,2025/12/15 22:38,已收货,支付宝,876.08,841.96,63.98,777.98,2025/12/18 22:38,2025/12/19 22:38,,,2025-12-15
O00001011,U002615,P001918,4,2026/3/5 22:38,已发货,支付宝,971.04,3399.33,737.98,2661.35,2026/3/6 22:38,,,,2026-03-05
O00001012,U004101,P001906,1,2025/12/14 22:38,已取消,银行卡,242.35,234.57,35.28,199.29,,,,,2025-12-14
O00001013,U004615,P001863,3,2025/11/3 22:38,已发货,信用卡,442.16,1166.22,262.73,903.49,2025/11/6 22:38,,,,2025-11-03
O00001014,U001666,P001722,1,2026/3/5 22:38,已收货,信用卡,650.66,642.16,99.86,542.3,2026/3/6 22:38,2026/3/9 22:38,,,2026-03-05
O00001015,U004858,P001207,1,2025/12/11 22:38,已完成,信用卡,226.41,205.44,42.77,162.67,2025/12/14 22:38,2025/12/15 22:38,4,包装很好,2025-12-11
O00001016,U001101,P001491,1,2025/10/9 22:38,已付款,银行卡,1061.6,903.86,94.9,808.96,,,,,2025-10-09
O00001017,U002069,P000213,4,2026/2/7 22:38,已收货,银行卡,983.62,3922.39,1031.6,2890.79,2026/2/12 22:38,2026/2/15 22:38,,,2026-02-07
O00001018,U001027,P000281,4,2025/11/4 22:38,已收货,支付宝,86.32,344.91,41.95,302.96,2025/11/9 22:38,2025/11/10 22:38,,,2025-11-04
O00001019,U000693,P001011,2,2025/10/28 22:38,已完成,信用卡,36.55,73.01,17.67,55.34,2025/10/30 22:38,2025/10/31 22:38,,,2025-10-28
O00001020,U003982,P001523,1,2025/9/24 22:38,已完成,信用卡,1576.42,1362.04,125.21,1236.83,2025/9/27 22:38,2025/9/30 22:38,,,2025-09-24
O00001021,U000637,P001292,1,2025/11/1 22:38,已取消,微信支付,7079.99,6091.5,885.12,5206.38,,,,,2025-11-01
O00001022,U002613,P001938,3,2025/11/21 22:38,已发货,花呗,455.26,1253.31,166.57,1086.74,2025/11/22 22:38,,,,2025-11-21
O00001023,U000831,P000449,5,2025/11/21 22:38,已完成,微信支付,554.58,2475.03,576.57,1898.46,2025/11/26 22:38,2025/11/27 22:38,5,,2025-11-21
O00001024,U002486,P000847,4,2025/9/26 22:38,已完成,信用卡,7887.22,29302.18,6105.62,23196.56,2025/9/28 22:38,2025/9/30 22:38,,,2025-09-26
O00001025,U003144,P001462,2,2026/1/10 22:38,已付款,支付宝,128.5,248.1,46.33,201.77,,,,,2026-01-10
O00001026,U004998,P001344,3,2025/12/19 22:38,已完成,支付宝,874.35,2253.39,348.42,1904.97,2025/12/24 22:38,2025/12/27 22:38,4,,2025-12-19
O00001027,U004061,P000191,2,2026/1/18 22:38,已退款,微信支付,589.27,1011.58,31.44,980.14,,,,,2026-01-18
O00001028,U000794,P001551,3,2025/10/16 22:38,已完成,花呗,605.73,1630.72,135.34,1495.38,2025/10/20 22:38,2025/10/23 22:38,4,包装很好,2025-10-16
O00001029,U000418,P001400,4,2026/1/7 22:38,已完成,银行卡,1999.91,7157.99,38.79,7119.2,2026/1/8 22:38,2026/1/9 22:38,4,好评！,2026-01-07
O00001030,U001762,P001605,5,2026/1/13 22:38,已完成,信用卡,419.06,2062.61,370.8,1691.81,2026/1/14 22:38,2026/1/15 22:38,4,下次还会购买,2026-01-13
O00001031,U004706,P001745,1,2026/1/29 22:38,已完成,信用卡,4972.35,4559.9,173.75,4386.15,2026/2/1 22:38,2026/2/3 22:38,5,下次还会购买,2026-01-29
O00001032,U000005,P000355,4,2026/1/11 22:38,已完成,信用卡,855.78,2946.95,113.37,2833.58,2026/1/15 22:38,2026/1/18 22:38,5,很满意,2026-01-11
O00001033,U003541,P000902,3,2025/9/13 22:38,已收货,银行卡,6704.22,17630.69,3299.49,14331.2,2025/9/17 22:38,2025/9/18 22:38,,,2025-09-13
O00001034,U004571,P000157,4,2025/9/17 22:38,已完成,支付宝,275.63,987.83,206.04,781.79,2025/9/21 22:38,2025/9/23 22:38,5,很满意,2025-09-17
O00001035,U004312,P000922,2,2025/10/26 22:38,已发货,花呗,868.28,1673.02,46.43,1626.59,2025/10/30 22:38,,,,2025-10-26
O00001036,U002855,P001784,4,2026/1/3 22:38,已收货,支付宝,1546.94,5970.04,866.98,5103.06,2026/1/8 22:38,2026/1/10 22:38,,,2026-01-03
O00001037,U003336,P001611,5,2025/12/4 22:38,已付款,银行卡,94.96,447.94,12.24,435.7,,,,,2025-12-04
O00001038,U000420,P000363,3,2025/11/14 22:38,已完成,支付宝,2407.17,6391.14,152.04,6239.1,2025/11/17 22:38,2025/11/18 22:38,,,2025-11-14
O00001039,U003679,P001665,4,2026/1/23 22:38,已发货,支付宝,1953.72,6842.49,1303.42,5539.07,2026/1/26 22:38,,,,2026-01-23
O00001040,U003948,P000464,3,2025/11/1 22:38,已发货,微信支付,930.94,2665.27,595.35,2069.92,2025/11/4 22:38,,,,2025-11-01
O00001041,U004353,P000413,1,2026/1/10 22:38,已收货,银行卡,6977.43,6396.14,510.51,5885.63,2026/1/12 22:38,2026/1/15 22:38,,,2026-01-10
O00001042,U002589,P001228,5,2025/11/5 22:38,已完成,微信支付,812.3,3768.52,467.61,3300.91,2025/11/9 22:38,2025/11/11 22:38,4,好评！,2025-11-05
O00001043,U000087,P001935,3,2026/2/9 22:38,已发货,银行卡,300.46,780.42,119.7,660.72,2026/2/13 22:38,,,,2026-02-09
O00001044,U004843,P000814,1,2026/2/11 22:38,已收货,信用卡,2673.92,2325.66,609.47,1716.19,2026/2/13 22:38,2026/2/16 22:38,,,2026-02-11
O00001045,U001938,P000192,5,2025/10/11 22:38,已完成,微信支付,1178.18,5720.29,1093.34,4626.95,2025/10/13 22:38,2025/10/14 22:38,4,包装很好,2025-10-11
O00001046,U003961,P001445,2,2026/2/12 22:38,已付款,银行卡,3864.89,7478.08,1921.26,5556.82,,,,,2026-02-12
O00001047,U003792,P000439,3,2025/10/26 22:38,已收货,信用卡,367.32,1084.27,76.05,1008.22,2025/10/27 22:38,2025/10/28 22:38,,,2025-10-26
O00001048,U000996,P001848,3,2025/9/12 22:38,已发货,花呗,476.27,1381.32,216.66,1164.66,2025/9/15 22:38,,,,2025-09-12
O00001049,U003871,P001098,5,2026/1/25 22:38,已完成,信用卡,760.04,3700.82,759.93,2940.89,2026/1/28 22:38,2026/1/30 22:38,,,2026-01-25
O00001050,U003451,P000657,1,2026/3/4 22:38,已发货,花呗,3490.59,3166.48,214.63,2951.85,2026/3/7 22:38,,,,2026-03-04
O00001051,U002056,P001743,2,2025/11/23 22:38,已收货,信用卡,227.69,434.59,21.92,412.67,2025/11/25 22:38,2025/11/26 22:38,,,2025-11-23
O00001052,U002070,P001791,3,2026/3/5 22:38,已收货,花呗,6168.92,16357.59,3215.65,13141.94,2026/3/10 22:38,2026/3/12 22:38,,,2026-03-05
O00001053,U000077,P001650,4,2025/12/20 22:38,已完成,支付宝,880.81,3184.54,162.6,3021.94,2025/12/24 22:38,2025/12/25 22:38,5,物美价廉,2025-12-20
O00001054,U004893,P001497,2,2025/12/5 22:38,已取消,微信支付,603.16,1038.98,204.03,834.95,,,,,2025-12-05
O00001055,U004176,P000712,4,2025/12/19 22:38,已完成,支付宝,7446.03,25994.1,1942.01,24052.09,2025/12/22 22:38,2025/12/23 22:38,4,很满意,2025-12-19
O00001056,U003722,P001977,5,2026/2/26 22:38,已完成,微信支付,417.88,2069.32,269.61,1799.71,2026/3/2 22:38,2026/3/3 22:38,,,2026-02-26
O00001057,U004014,P001814,3,2025/10/2 22:38,已完成,花呗,1182.05,3229.01,538.9,2690.11,2025/10/5 22:38,2025/10/6 22:38,5,好评！,2025-10-02
O00001058,U001314,P000135,1,2025/11/15 22:38,已完成,微信支付,752.61,732.0,83.92,648.08,2025/11/16 22:38,2025/11/19 22:38,4,很满意,2025-11-15
O00001059,U004385,P000585,3,2025/9/26 22:38,已发货,花呗,317.87,878.84,72.93,805.91,2025/9/30 22:38,,,,2025-09-26
O00001060,U001760,P000771,4,2025/10/26 22:38,已完成,银行卡,699.89,2412.39,663.77,1748.62,2025/10/28 22:38,2025/10/31 22:38,5,很满意,2025-10-26
O00001061,U004495,P000438,2,2026/1/19 22:38,已完成,花呗,4185.54,8096.34,2288.37,5807.97,2026/1/22 22:38,2026/1/25 22:38,5,,2026-01-19
O00001062,U003964,P001720,5,2026/1/12 22:38,已发货,银行卡,733.56,3494.29,195.65,3298.64,2026/1/15 22:38,,,,2026-01-12
O00001063,U003353,P001216,1,2025/9/20 22:38,已退款,银行卡,752.46,674.09,180.23,493.86,,,,,2025-09-20
O00001064,U002681,P000777,4,2026/2/18 22:38,已完成,微信支付,267.8,925.92,15.25,910.67,2026/2/22 22:38,2026/2/24 22:38,,,2026-02-18
O00001065,U004800,P001611,1,2026/2/17 22:38,已完成,信用卡,94.96,94.87,0.92,93.95,2026/2/18 22:38,2026/2/19 22:38,,,2026-02-17
O00001066,U004115,P001074,2,2026/2/13 22:38,已退款,支付宝,714.52,1404.97,279.87,1125.1,,,,,2026-02-13
O00001067,U000049,P000071,5,2026/1/11 22:38,已退款,信用卡,420.3,1962.82,181.08,1781.74,,,,,2026-01-11
O00001068,U001768,P001337,5,2025/12/23 22:38,已收货,信用卡,717.2,3554.61,310.41,3244.2,2025/12/25 22:38,2025/12/27 22:38,,,2025-12-23
O00001069,U000403,P001032,5,2025/10/17 22:38,已完成,信用卡,561.26,2742.22,348.32,2393.9,2025/10/22 22:38,2025/10/25 22:38,5,下次还会购买,2025-10-17
O00001070,U004448,P001399,3,2026/1/21 22:38,已完成,支付宝,747.91,2047.93,110.35,1937.58,2026/1/26 22:38,2026/1/28 22:38,4,物美价廉,2026-01-21
O00001071,U000731,P001333,4,2025/11/18 22:38,已完成,花呗,220.45,752.73,198.87,553.86,2025/11/20 22:38,2025/11/23 22:38,,,2025-11-18
O00001072,U003351,P000075,1,2025/12/1 22:38,已付款,微信支付,5067.22,4692.76,138.29,4554.47,,,,,2025-12-01
O00001073,U004664,P001443,2,2025/12/10 22:38,已完成,花呗,430.73,785.06,168.15,616.91,2025/12/12 22:38,2025/12/13 22:38,5,包装很好,2025-12-10
O00001074,U003829,P001137,3,2026/2/12 22:38,已收货,微信支付,648.36,1678.61,132.68,1545.93,2026/2/17 22:38,2026/2/19 22:38,,,2026-02-12
O00001075,U004073,P000177,4,2026/1/30 22:38,已付款,银行卡,561.56,2095.41,349.76,1745.65,,,,,2026-01-30
O00001076,U001938,P001014,5,2025/10/19 22:38,已取消,信用卡,125.29,578.81,96.61,482.2,,,,,2025-10-19
O00001077,U000867,P001176,1,2025/9/22 22:38,已发货,微信支付,153.15,140.11,11.58,128.53,2025/9/27 22:38,,,,2025-09-22
O00001078,U001677,P000078,5,2025/11/13 22:38,已取消,信用卡,748.29,3608.32,829.61,2778.71,,,,,2025-11-13
O00001079,U002882,P001799,3,2025/10/15 22:38,已完成,银行卡,2037.98,5475.12,385.65,5089.47,2025/10/20 22:38,2025/10/22 22:38,,,2025-10-15
O00001080,U002454,P000808,4,2026/1/15 22:38,已完成,微信支付,2579.13,10078.55,274.48,9804.07,2026/1/20 22:38,2026/1/23 22:38,5,好评！,2026-01-15
O00001081,U003711,P001715,1,2025/12/24 22:38,已发货,支付宝,196.33,172.24,5.31,166.93,2025/12/29 22:38,,,,2025-12-24
O00001082,U002183,P000420,4,2025/10/26 22:38,已退款,信用卡,492.96,1743.34,483.04,1260.3,,,,,2025-10-26
O00001083,U000652,P000162,2,2026/2/15 22:38,待付款,花呗,991.22,1770.29,249.49,1520.8,,,,,2026-02-15
O00001084,U000349,P000330,5,2025/9/22 22:38,已完成,银行卡,301.31,1379.61,350.06,1029.55,2025/9/23 22:38,2025/9/24 22:38,,,2025-09-22
O00001085,U004848,P001381,2,2025/10/9 22:38,已付款,微信支付,81.1,158.18,41.09,117.09,,,,,2025-10-09
O00001086,U001160,P001717,4,2025/12/9 22:38,已取消,信用卡,135.03,513.14,103.98,409.16,,,,,2025-12-09
O00001087,U002701,P000893,3,2025/11/3 22:38,已取消,花呗,2384.49,6559.84,1887.53,4672.31,,,,,2025-11-03
O00001088,U000353,P000067,1,2026/2/8 22:38,已收货,微信支付,4962.86,4653.82,976.57,3677.25,2026/2/11 22:38,2026/2/13 22:38,,,2026-02-08
O00001089,U002949,P001697,1,2025/12/16 22:38,已完成,信用卡,565.35,511.06,109.63,401.43,2025/12/21 22:38,2025/12/24 22:38,5,物美价廉,2025-12-16
O00001090,U004676,P001894,3,2025/11/23 22:38,已完成,支付宝,258.01,687.82,19.81,668.01,2025/11/26 22:38,2025/11/28 22:38,,,2025-11-23
O00001091,U001914,P000848,4,2026/1/5 22:38,已收货,微信支付,6518.27,24956.49,6843.85,18112.64,2026/1/7 22:38,2026/1/10 22:38,,,2026-01-05
O00001092,U000393,P001270,4,2025/10/1 22:38,已付款,信用卡,6293.07,22057.95,1428.47,20629.48,,,,,2025-10-01
O00001093,U004627,P000242,1,2025/11/4 22:38,已取消,信用卡,1506.17,1296.05,339.45,956.6,,,,,2025-11-04
O00001094,U003265,P000872,4,2026/2/26 22:38,已付款,微信支付,270.76,1054.25,231.26,822.99,,,,,2026-02-26
O00001095,U004331,P000322,1,2025/10/1 22:38,已付款,银行卡,177.79,169.43,32.92,136.51,,,,,2025-10-01
O00001096,U000836,P000618,1,2026/3/2 22:38,已发货,信用卡,155.26,141.04,13.97,127.07,2026/3/7 22:38,,,,2026-03-02
O00001097,U000466,P000310,2,2026/1/14 22:38,已完成,花呗,376.51,691.92,60.06,631.86,2026/1/16 22:38,2026/1/17 22:38,4,好评！,2026-01-14
O00001098,U001747,P000765,1,2025/12/11 22:38,已收货,支付宝,158.99,140.17,39.19,100.98,2025/12/14 22:38,2025/12/15 22:38,,,2025-12-11
O00001099,U002076,P001857,1,2025/9/14 22:38,已完成,银行卡,783.73,777.43,148.89,628.54,2025/9/18 22:38,2025/9/19 22:38,4,下次还会购买,2025-09-14
O00001100,U002013,P001221,3,2025/12/6 22:38,已完成,花呗,657.55,1959.78,51.64,1908.14,2025/12/7 22:38,2025/12/8 22:38,5,包装很好,2025-12-06
O00001101,U002566,P001530,5,2026/1/22 22:38,已完成,花呗,710.38,3497.0,481.35,3015.65,2026/1/27 22:38,2026/1/28 22:38,4,包装很好,2026-01-22
O00001102,U000795,P001320,2,2025/9/26 22:38,已取消,银行卡,155.89,306.26,80.46,225.8,,,,,2025-09-26
O00001103,U002416,P000848,4,2025/10/11 22:38,已付款,花呗,6518.27,25391.26,3245.86,22145.4,,,,,2025-10-11
O00001104,U002606,P001984,4,2025/11/9 22:38,已取消,花呗,91.18,326.06,63.89,262.17,,,,,2025-11-09
O00001105,U003076,P001134,4,2026/2/20 22:38,已收货,花呗,7790.29,29087.87,6857.19,22230.68,2026/2/24 22:38,2026/2/25 22:38,,,2026-02-20
O00001106,U002391,P000650,2,2025/10/4 22:38,已付款,花呗,744.01,1394.95,42.41,1352.54,,,,,2025-10-04
O00001107,U003486,P000978,2,2025/11/22 22:38,已完成,支付宝,632.07,1252.97,310.06,942.91,2025/11/23 22:38,2025/11/26 22:38,,,2025-11-22
O00001108,U002093,P000014,5,2025/12/11 22:38,已付款,银行卡,896.81,3978.64,753.53,3225.11,,,,,2025-12-11
O00001109,U002874,P001149,3,2026/2/26 22:38,已完成,信用卡,845.9,2365.27,531.15,1834.12,2026/3/1 22:38,2026/3/4 22:38,,,2026-02-26
O00001110,U002622,P001995,5,2026/2/12 22:38,已发货,支付宝,6726.89,29379.55,7152.98,22226.57,2026/2/13 22:38,,,,2026-02-12
O00001111,U000566,P000051,3,2025/11/7 22:38,已付款,银行卡,63.96,164.76,14.19,150.57,,,,,2025-11-07
O00001112,U003864,P001755,3,2025/11/5 22:38,已完成,银行卡,155.12,408.88,33.42,375.46,2025/11/9 22:38,2025/11/12 22:38,5,很满意,2025-11-05
O00001113,U003147,P000897,5,2026/1/26 22:38,已收货,支付宝,467.86,2031.42,192.14,1839.28,2026/1/30 22:38,2026/1/31 22:38,,,2026-01-26
O00001114,U001438,P001817,3,2025/11/1 22:38,已完成,支付宝,1718.89,4482.61,88.21,4394.4,2025/11/6 22:38,2025/11/9 22:38,4,,2025-11-01
O00001115,U003802,P001146,3,2026/1/3 22:38,已完成,微信支付,849.19,2455.09,367.37,2087.72,2026/1/6 22:38,2026/1/9 22:38,,,2026-01-03
O00001116,U003408,P000482,3,2026/1/10 22:38,已完成,花呗,1492.18,4109.55,851.01,3258.54,2026/1/11 22:38,2026/1/13 22:38,,,2026-01-10
O00001117,U002489,P000534,4,2025/10/21 22:38,已完成,花呗,257.58,1010.02,75.67,934.35,2025/10/24 22:38,2025/10/25 22:38,4,物美价廉,2025-10-21
O00001118,U002229,P000548,2,2026/1/12 22:38,已完成,支付宝,7402.89,13064.17,2412.72,10651.45,2026/1/13 22:38,2026/1/15 22:38,,,2026-01-12
O00001119,U004734,P001819,3,2026/1/21 22:38,已收货,微信支付,345.24,990.35,65.62,924.73,2026/1/25 22:38,2026/1/27 22:38,,,2026-01-21
O00001120,U004206,P000238,3,2025/10/7 22:38,已完成,微信支付,6094.63,16378.86,2949.81,13429.05,2025/10/8 22:38,2025/10/11 22:38,,,2025-10-07
O00001121,U001409,P001557,1,2025/11/4 22:38,已发货,银行卡,921.7,876.24,11.73,864.51,2025/11/5 22:38,,,,2025-11-04
O00001122,U001324,P001439,2,2025/9/20 22:38,已取消,支付宝,161.95,300.44,2.55,297.89,,,,,2025-09-20
O00001123,U002315,P000477,2,2025/11/18 22:38,已发货,花呗,675.03,1177.47,182.84,994.63,2025/11/19 22:38,,,,2025-11-18
O00001124,U002892,P001670,5,2025/9/27 22:38,待付款,花呗,1697.02,8416.5,1041.65,7374.85,,,,,2025-09-27
O00001125,U002748,P001844,3,2026/2/9 22:38,已完成,支付宝,2180.16,5619.23,144.22,5475.01,2026/2/13 22:38,2026/2/14 22:38,4,下次还会购买,2026-02-09
O00001126,U000847,P001883,2,2026/2/5 22:38,已收货,支付宝,4561.62,8398.87,589.02,7809.85,2026/2/10 22:38,2026/2/13 22:38,,,2026-02-05
O00001127,U003262,P001360,1,2026/1/2 22:38,已发货,银行卡,5251.61,5028.83,873.25,4155.58,2026/1/6 22:38,,,,2026-01-02
O00001128,U002940,P001160,2,2026/2/9 22:38,已完成,微信支付,236.56,464.66,89.79,374.87,2026/2/11 22:38,2026/2/12 22:38,,,2026-02-09
O00001129,U004280,P000062,3,2025/10/22 22:38,已完成,微信支付,882.84,2647.55,511.85,2135.7,2025/10/26 22:38,2025/10/27 22:38,4,包装很好,2025-10-22
O00001130,U000971,P000735,5,2025/10/19 22:38,已完成,花呗,762.74,3576.93,803.12,2773.81,2025/10/24 22:38,2025/10/25 22:38,5,物美价廉,2025-10-19
O00001131,U003715,P000906,5,2026/1/1 22:38,已完成,信用卡,29.71,148.2,6.51,141.69,2026/1/4 22:38,2026/1/7 22:38,4,好评！,2026-01-01
O00001132,U001410,P001991,4,2026/1/6 22:38,已完成,信用卡,2761.0,10303.49,2764.33,7539.16,2026/1/9 22:38,2026/1/10 22:38,,,2026-01-06
O00001133,U004268,P001139,5,2025/11/28 22:38,已取消,花呗,1961.23,9279.57,1128.97,8150.6,,,,,2025-11-28
O00001134,U000595,P001960,1,2025/12/6 22:38,已收货,支付宝,439.04,417.59,103.89,313.7,2025/12/7 22:38,2025/12/10 22:38,,,2025-12-06
O00001135,U002912,P000208,5,2025/10/15 22:38,已完成,银行卡,515.81,2466.77,37.51,2429.26,2025/10/20 22:38,2025/10/23 22:38,4,,2025-10-15
O00001136,U003159,P000035,4,2025/10/2 22:38,已完成,信用卡,606.36,2221.75,248.75,1973.0,2025/10/5 22:38,2025/10/6 22:38,,,2025-10-02
O00001137,U004012,P001533,2,2025/12/25 22:38,已发货,信用卡,5690.31,11352.98,2144.66,9208.32,2025/12/28 22:38,,,,2025-12-25
O00001138,U002037,P000982,4,2026/1/25 22:38,已完成,微信支付,80.02,290.78,28.63,262.15,2026/1/26 22:38,2026/1/29 22:38,5,好评！,2026-01-25
O00001139,U001037,P000469,2,2025/11/10 22:38,已收货,支付宝,1476.58,2605.49,563.13,2042.36,2025/11/11 22:38,2025/11/13 22:38,,,2025-11-10
O00001140,U001063,P000794,4,2025/10/26 22:38,已完成,微信支付,315.0,1197.33,66.28,1131.05,2025/10/27 22:38,2025/10/29 22:38,,,2025-10-26
O00001141,U004485,P001008,1,2026/1/4 22:38,已发货,花呗,622.31,567.9,145.21,422.69,2026/1/8 22:38,,,,2026-01-04
O00001142,U002824,P000586,5,2025/10/14 22:38,已完成,微信支付,4001.57,17399.28,1986.08,15413.2,2025/10/18 22:38,2025/10/21 22:38,4,,2025-10-14
O00001143,U004275,P000840,1,2026/2/13 22:38,已完成,花呗,676.79,594.03,143.21,450.82,2026/2/15 22:38,2026/2/16 22:38,5,好评！,2026-02-13
O00001144,U004784,P000320,1,2025/11/18 22:38,已完成,微信支付,4207.76,4110.27,196.94,3913.33,2025/11/20 22:38,2025/11/23 22:38,,,2025-11-18
O00001145,U001832,P001901,5,2025/12/18 22:38,已完成,支付宝,235.14,1081.12,282.62,798.5,2025/12/20 22:38,2025/12/22 22:38,5,好评！,2025-12-18
O00001146,U001708,P000766,1,2025/12/4 22:38,已付款,微信支付,422.37,359.45,53.75,305.7,,,,,2025-12-04
