user_id,age,gender,province,city,registration_date,member_level,account_balance,credit_score
U001239,36,男,四川,杭州,2025/3/1 22:38,普通会员,9090.34,597
U001240,45,男,广西,南京,2021/8/25 22:38,铜牌会员,497.86,608
U001241,28,女,河北,上海,2024/5/15 22:38,金牌会员,4138.76,650
U001242,30,女,北京,广州,2022/10/4 22:38,铜牌会员,7172.14,757
U001243,27,女,广西,成都,2021/11/23 22:38,普通会员,7713.35,664
U001244,23,女,广东,南京,2021/6/21 22:38,铜牌会员,800.81,623
U001245,26,女,广东,西安,2022/11/26 22:38,普通会员,3727.52,616
U001246,22,男,云南,广州,2024/6/22 22:38,普通会员,9744.13,786
U001247,32,男,广东,长沙,2023/8/19 22:38,普通会员,1917.43,715
U001248,25,男,北京,苏州,2025/5/25 22:38,铜牌会员,2767.94,728
U001249,33,女,福建,长沙,2023/6/20 22:38,金牌会员,8157.36,709
U001250,19,女,安徽,武汉,2022/3/26 22:38,银牌会员,467.82,646
U001251,34,男,福建,上海,2024/5/22 22:38,银牌会员,9812.5,745
U001252,38,女,云南,广州,2022/3/3 22:38,普通会员,1863.71,532
U001253,18,女,湖南,福州,2023/11/2 22:38,铜牌会员,7.26,774
U001254,34,男,广东,南京,2024/7/26 22:38,金牌会员,1333.9,709
U001255,41,男,广西,合肥,2023/4/16 22:38,普通会员,468.81,688
U001256,22,女,河南,济南,2023/1/25 22:38,金牌会员,484.67,589
U001257,45,女,浙江,西安,2023/4/29 22:38,铜牌会员,5901.86,724
U001258,35,女,四川,苏州,2023/8/22 22:38,金牌会员,1203.84,741
U001259,26,男,山西,郑州,2025/8/23 22:38,铜牌会员,13647.06,593
U001260,31,女,浙江,深圳,2022/9/28 22:38,铜牌会员,3632.95,596
U001261,36,男,广西,长沙,2025/11/14 22:38,银牌会员,3081.84,567
U001262,32,男,山东,厦门,2023/9/3 22:38,银牌会员,2848.31,693
U001263,36,女,河南,长沙,2021/12/22 22:38,普通会员,5897.83,642
U001264,24,男,福建,武汉,2024/4/14 22:38,钻石会员,3009.8,800
U001265,33,女,湖北,广州,2022/9/16 22:38,普通会员,688.27,527
U001266,20,男,湖南,北京,2024/9/9 22:38,普通会员,10608.5,580
U001267,31,女,福建,天津,2025/12/13 22:38,银牌会员,2796.54,650
U001268,24,女,山西,重庆,2025/7/31 22:38,银牌会员,384.43,703
U001269,26,男,山西,宁波,2024/10/23 22:38,钻石会员,3768.37,699
U001270,41,女,福建,北京,2022/4/25 22:38,铜牌会员,5211.35,656
U001271,40,男,湖北,武汉,2021/5/28 22:38,普通会员,1611.94,678
U001272,36,女,陕西,合肥,2021/4/8 22:38,银牌会员,8055.71,659
U001273,23,男,浙江,杭州,2022/11/13 22:38,铜牌会员,5539.92,733
U001274,29,男,广东,厦门,2022/10/20 22:38,铜牌会员,5253.99,605
U001275,41,男,福建,北京,2025/12/23 22:38,铜牌会员,2730.75,614
U001276,33,男,福建,南京,2021/10/21 22:38,普通会员,16339.71,705
U001277,50,女,河北,北京,2022/4/29 22:38,铜牌会员,1602.33,775
U001278,35,男,湖北,天津,2021/6/27 22:38,铜牌会员,4310.26,599
U001279,33,男,北京,西安,2024/8/1 22:38,银牌会员,1848.48,669
U001280,29,男,江苏,厦门,2022/11/11 22:38,银牌会员,6828.63,619
U001281,33,男,上海,天津,2025/11/13 22:38,普通会员,244.86,694
U001282,30,女,重庆,重庆,2021/10/25 22:38,普通会员,234.9,518
U001283,37,女,江西,天津,2021/11/8 22:38,铜牌会员,8326.36,622
U001284,39,男,江西,苏州,2025/2/10 22:38,普通会员,2848.18,604
U001285,25,女,山西,深圳,2023/6/16 22:38,银牌会员,2086.53,622
U001286,21,女,江苏,苏州,2023/3/9 22:38,钻石会员,4676.44,446
U001287,18,男,山东,苏州,2022/6/10 22:38,银牌会员,6051.62,800
U001288,36,女,广东,武汉,2023/8/13 22:38,银牌会员,1123.23,450
U001289,23,女,江西,成都,2024/7/14 22:38,铜牌会员,1025.48,688
U001290,18,女,陕西,广州,2025/1/28 22:38,铜牌会员,15868.41,546
U001291,35,女,四川,上海,2022/10/24 22:38,金牌会员,4453.9,550
U001292,51,男,浙江,长沙,2023/8/26 22:38,钻石会员,2472.44,661
U001293,31,女,河南,苏州,2022/7/14 22:38,铜牌会员,8083.36,705
U001294,38,女,陕西,青岛,2021/7/12 22:38,铜牌会员,3723.88,563
U001295,32,女,山东,武汉,2023/5/3 22:38,银牌会员,1383.14,561
U001296,31,女,浙江,广州,2025/8/1 22:38,普通会员,1157.99,546
U001297,39,男,重庆,深圳,2023/6/17 22:38,银牌会员,2528.02,667
U001298,29,女,广东,苏州,2024/2/22 22:38,金牌会员,9826.85,566
U001299,34,女,广东,合肥,2023/10/21 22:38,普通会员,317.08,753
U001300,34,男,上海,南京,2024/3/23 22:38,钻石会员,1232.87,557
U001301,26,男,山西,武汉,2024/4/17 22:38,钻石会员,11181.73,693
U001302,39,女,江西,苏州,2022/5/3 22:38,金牌会员,649.03,773
U001303,30,男,湖北,厦门,2025/7/4 22:38,铜牌会员,4966.21,655
U001304,25,男,广东,广州,2021/4/14 22:38,普通会员,1200.89,506
U001305,36,女,广西,厦门,2025/3/11 22:38,银牌会员,4655.33,682
U001306,24,男,湖南,厦门,2024/3/30 22:38,铜牌会员,2415.28,630
U001307,32,男,重庆,长沙,2023/10/14 22:38,普通会员,536.13,646
U001308,31,男,河南,深圳,2022/3/16 22:38,铜牌会员,4367.06,776
U001309,40,男,安徽,福州,2023/4/26 22:38,银牌会员,5744.94,654
U001310,35,女,福建,苏州,2024/6/23 22:38,普通会员,5701.43,691
U001311,31,女,四川,重庆,2022/5/19 22:38,铜牌会员,5067.24,597
U001312,38,男,安徽,西安,2023/11/6 22:38,普通会员,3467.98,627
U001313,43,男,陕西,北京,2021/7/13 22:38,银牌会员,3664.36,739
U001314,36,女,湖北,重庆,2021/10/30 22:38,银牌会员,5048.07,660
U001315,32,男,重庆,济南,2023/1/4 22:38,普通会员,5860.1,672
U001316,21,男,北京,宁波,2025/11/20 22:38,钻石会员,5319.27,730
U001317,23,男,辽宁,宁波,2023/7/18 22:38,普通会员,4420.88,780
U001318,29,女,浙江,郑州,2025/8/7 22:38,银牌会员,847.06,557
U001319,27,女,江西,深圳,2024/4/30 22:38,银牌会员,1182.52,610
U001320,30,女,重庆,广州,2024/9/5 22:38,银牌会员,1507.04,766
U001321,32,女,江苏,西安,2024/4/12 22:38,普通会员,12607.54,800
U001322,36,女,广东,杭州,2025/6/11 22:38,金牌会员,7123.0,629
U001323,31,女,云南,西安,2021/10/5 22:38,金牌会员,4024.49,671
U001324,35,女,云南,合肥,2023/10/30 22:38,银牌会员,1452.14,678
U001325,32,男,上海,合肥,2021/3/30 22:38,铜牌会员,587.68,668
U001326,18,女,陕西,宁波,2023/3/18 22:38,普通会员,11451.27,669
U001327,24,女,广西,郑州,2021/6/20 22:38,银牌会员,11159.05,759
U001328,30,女,广西,北京,2026/2/1 22:38,铜牌会员,586.58,505
U001329,22,男,河南,郑州,2022/5/29 22:38,银牌会员,7978.09,597
U001330,36,男,北京,重庆,2021/3/21 22:38,铜牌会员,2958.78,701
U001331,44,女,广西,上海,2023/1/19 22:38,银牌会员,1957.57,610
U001332,41,女,湖南,北京,2023/7/3 22:38,普通会员,6718.18,672
U001333,30,女,四川,西安,2023/10/11 22:38,普通会员,4763.86,736
U001334,43,男,北京,合肥,2025/10/15 22:38,普通会员,7571.32,778
U001335,33,女,山西,西安,2025/1/15 22:38,普通会员,386.18,672
U001336,29,女,安徽,重庆,2023/3/10 22:38,铜牌会员,1917.93,769
U001337,27,女,广西,青岛,2024/1/25 22:38,银牌会员,1923.29,661
U001338,29,女,陕西,长沙,2022/8/8 22:38,银牌会员,2000.55,625
U001339,28,女,安徽,广州,2021/11/7 22:38,银牌会员,3490.6,526
U001340,33,女,上海,深圳,2023/4/20 22:38,银牌会员,1663.49,569
U001341,33,女,安徽,长沙,2022/8/3 22:38,铜牌会员,2938.39,650
U001342,32,女,云南,广州,2023/8/13 22:38,铜牌会员,2292.57,652
U001343,35,男,重庆,厦门,2021/10/31 22:38,铜牌会员,6645.72,668
U001344,41,男,广西,杭州,2025/10/21 22:38,银牌会员,4625.41,796
U001345,39,女,江西,宁波,2024/12/14 22:38,普通会员,5301.23,710
U001346,20,女,湖南,深圳,2024/8/6 22:38,普通会员,1182.31,714
U001347,18,女,浙江,宁波,2023/1/6 22:38,银牌会员,1968.93,796
U001348,39,女,江西,成都,2025/5/11 22:38,金牌会员,106.96,621
U001349,21,男,广东,天津,2024/6/24 22:38,银牌会员,573.55,609
U001350,30,女,重庆,深圳,2023/8/21 22:38,银牌会员,1539.79,747
U001351,22,女,云南,南京,2022/3/6 22:38,银牌会员,338.52,688
U001352,18,男,河北,深圳,2023/5/18 22:38,铜牌会员,4614.47,646
U001353,36,男,北京,长沙,2025/5/31 22:38,银牌会员,31409.39,645
U001354,38,女,山东,武汉,2025/12/6 22:38,金牌会员,531.33,636
U001355,27,男,广东,南京,2022/7/24 22:38,普通会员,8608.28,641
U001356,18,女,河南,广州,2022/9/6 22:38,铜牌会员,632.45,649
U001357,27,男,北京,济南,2021/8/12 22:38,普通会员,5542.01,626
U001358,35,女,广东,重庆,2024/10/1 22:38,铜牌会员,5152.31,694
U001359,20,女,湖南,合肥,2022/2/11 22:38,金牌会员,11650.65,709
U001360,33,女,四川,青岛,2025/3/16 22:38,铜牌会员,604.88,604
U001361,31,男,云南,南京,2024/5/8 22:38,铜牌会员,1894.93,722
U001362,36,女,山西,郑州,2023/1/2 22:38,金牌会员,475.84,548
U001363,32,男,河南,宁波,2026/1/6 22:38,铜牌会员,2616.04,690
U001364,24,男,陕西,广州,2022/12/30 22:38,铜牌会员,12129.03,694
U001365,41,女,上海,苏州,2023/10/22 22:38,金牌会员,7605.38,643
U001366,30,女,江西,合肥,2025/7/28 22:38,铜牌会员,6416.89,654
U001367,31,女,陕西,长沙,2024/10/31 22:38,银牌会员,3807.42,631
U001368,24,男,陕西,苏州,2021/5/17 22:38,普通会员,10748.71,609
U001369,28,男,安徽,长沙,2025/6/16 22:38,普通会员,2984.11,650
U001370,24,男,湖北,武汉,2023/7/4 22:38,铜牌会员,810.75,606
U001371,30,女,湖北,郑州,2025/6/8 22:38,铜牌会员,9088.01,741
U001372,45,女,云南,上海,2022/6/18 22:38,钻石会员,1640.01,481
U001373,21,女,山东,福州,2021/6/5 22:38,钻石会员,275.63,639
U001374,19,女,北京,郑州,2025/3/25 22:38,金牌会员,673.59,497
U001375,43,男,浙江,上海,2023/4/20 22:38,铜牌会员,4695.99,564
U001376,30,男,安徽,深圳,2022/1/28 22:38,钻石会员,4670.77,603
U001377,26,男,上海,宁波,2024/6/16 22:38,银牌会员,1506.76,757
U001378,40,男,河北,苏州,2023/3/29 22:38,铜牌会员,6494.72,742
U001379,27,男,重庆,青岛,2022/2/20 22:38,银牌会员,7428.15,655
U001380,46,女,江西,宁波,2024/7/24 22:38,普通会员,12660.16,655
U001381,37,男,福建,宁波,2023/10/7 22:38,普通会员,4396.63,732
U001382,28,女,广东,成都,2021/5/31 22:38,金牌会员,7557.55,740
U001383,49,男,陕西,长沙,2023/5/22 22:38,银牌会员,6993.85,604
U001384,27,女,安徽,福州,2023/6/12 22:38,铜牌会员,1490.74,703
U001385,37,女,北京,天津,2024/9/22 22:38,铜牌会员,1856.96,573
U001386,34,女,云南,成都,2023/7/14 22:38,金牌会员,3255.06,618
U001387,42,男,山西,济南,2023/1/2 22:38,银牌会员,96.11,697
U001388,44,女,浙江,重庆,2025/4/13 22:38,铜牌会员,1764.82,597
U001389,32,女,上海,西安,2023/12/11 22:38,普通会员,3211.16,621
U001390,25,男,陕西,上海,2025/1/9 22:38,铜牌会员,571.83,517
U001391,35,男,山东,福州,2022/9/25 22:38,钻石会员,674.95,686
U001392,26,男,安徽,济南,2023/3/31 22:38,铜牌会员,3110.99,579
U001393,48,女,云南,重庆,2021/11/28 22:38,铜牌会员,6564.57,584
U001394,33,女,山西,长沙,2025/4/30 22:38,铜牌会员,8971.28,758
U001395,29,女,上海,济南,2021/4/1 22:38,金牌会员,3951.75,595
U001396,33,男,广东,深圳,2025/9/14 22:38,银牌会员,3219.4,710
U001397,21,男,陕西,重庆,2024/7/18 22:38,银牌会员,2424.82,737
U001398,24,女,云南,南京,2021/10/5 22:38,铜牌会员,1071.84,723
U001399,41,男,辽宁,上海,2021/8/31 22:38,普通会员,792.41,630
U001400,26,女,江苏,深圳,2021/4/21 22:38,金牌会员,7848.6,615
U001401,23,女,陕西,北京,2023/10/8 22:38,金牌会员,3127.5,576
U001402,36,男,北京,苏州,2024/3/9 22:38,金牌会员,7810.87,509
U001403,41,女,江苏,武汉,2021/9/4 22:38,金牌会员,6088.38,711
U001404,37,男,四川,福州,2023/4/1 22:38,金牌会员,1077.71,704
U001405,39,女,山东,上海,2024/8/5 22:38,银牌会员,3569.89,688
U001406,25,男,广东,西安,2021/6/29 22:38,金牌会员,2935.08,422
U001407,20,女,广西,宁波,2026/1/29 22:38,银牌会员,2757.14,635
U001408,44,男,四川,重庆,2024/7/4 22:38,普通会员,3910.67,700
U001409,29,女,上海,苏州,2022/1/9 22:38,铜牌会员,20109.72,752
U001410,29,女,安徽,武汉,2024/6/2 22:38,钻石会员,8380.58,673
U001411,42,男,山西,青岛,2021/5/25 22:38,铜牌会员,11702.08,665
U001412,36,女,云南,杭州,2022/10/20 22:38,金牌会员,150.44,595
U001413,35,男,福建,深圳,2022/11/4 22:38,普通会员,756.07,680
U001414,49,女,广西,长沙,2022/5/24 22:38,铜牌会员,442.86,631
U001415,26,男,上海,深圳,2023/5/8 22:38,铜牌会员,1527.4,591
U001416,39,女,广东,合肥,2021/3/29 22:38,普通会员,2916.02,557
U001417,32,男,福建,武汉,2025/4/5 22:38,普通会员,5136.86,574
U001418,34,男,陕西,南京,2023/8/4 22:38,普通会员,3474.06,675
U001419,44,男,湖北,福州,2023/1/27 22:38,金牌会员,11674.71,538
U001420,36,女,陕西,重庆,2023/5/19 22:38,普通会员,14055.06,626
U001421,36,男,陕西,武汉,2024/2/28 22:38,铜牌会员,892.77,754
U001422,40,女,云南,济南,2024/3/25 22:38,普通会员,9583.65,535
U001423,29,女,四川,济南,2022/12/31 22:38,银牌会员,3286.22,685
U001424,25,男,云南,济南,2021/10/25 22:38,银牌会员,3019.54,693
U001425,23,女,江西,郑州,2023/1/18 22:38,银牌会员,7684.18,626
U001426,18,男,浙江,郑州,2023/12/24 22:38,铜牌会员,488.84,699
U001427,48,男,上海,北京,2023/7/17 22:38,普通会员,10706.29,634
U001428,23,女,山西,南京,2024/4/15 22:38,银牌会员,5556.41,713
U001429,30,女,江西,宁波,2021/3/21 22:38,金牌会员,10407.68,564
U001430,29,女,江苏,北京,2025/1/13 22:38,普通会员,25994.69,800
U001431,34,男,浙江,宁波,2022/3/8 22:38,铜牌会员,3649.1,764
U001432,38,男,江苏,郑州,2024/10/2 22:38,普通会员,489.51,471
U001433,38,男,北京,郑州,2022/11/20 22:38,普通会员,910.75,743
U001434,27,女,浙江,济南,2023/12/12 22:38,银牌会员,1954.99,603
U001435,30,女,广西,福州,2024/10/13 22:38,铜牌会员,546.58,764
U001436,34,女,山西,上海,2021/4/17 22:38,普通会员,8446.24,730
U001437,30,男,浙江,宁波,2021/9/29 22:38,铜牌会员,1761.05,563
U001438,44,男,浙江,合肥,2023/10/16 22:38,钻石会员,18624.85,696
U001439,35,男,山西,天津,2025/11/6 22:38,金牌会员,6063.24,593
U001440,37,男,云南,长沙,2024/4/23 22:38,金牌会员,952.36,693
U001441,37,男,山西,上海,2021/12/1 22:38,铜牌会员,3231.72,653
U001442,41,女,辽宁,深圳,2023/6/11 22:38,银牌会员,3145.08,591
U001443,33,女,陕西,广州,2022/2/20 22:38,铜牌会员,3391.41,543
U001444,21,女,安徽,福州,2021/7/18 22:38,普通会员,3836.03,668
U001445,35,女,湖南,苏州,2023/12/16 22:38,铜牌会员,158.35,687
U001446,26,男,湖南,南京,2023/12/6 22:38,银牌会员,5796.61,637
U001447,27,女,四川,福州,2022/5/16 22:38,铜牌会员,3339.27,588
U001448,36,男,安徽,长沙,2021/8/26 22:38,金牌会员,7826.28,611
U001449,41,女,江西,郑州,2021/6/29 22:38,普通会员,8446.45,562
U001450,32,女,北京,西安,2022/6/9 22:38,铜牌会员,1310.3,708
U001451,34,男,浙江,广州,2025/3/29 22:38,普通会员,248.17,477
U001452,45,女,江西,宁波,2023/4/26 22:38,铜牌会员,6074.05,726
U001453,33,男,陕西,郑州,2025/11/20 22:38,普通会员,19029.94,643
U001454,52,女,湖南,宁波,2025/5/21 22:38,铜牌会员,2958.89,691
U001455,36,女,山东,杭州,2023/4/12 22:38,铜牌会员,1502.91,699
U001456,18,男,河北,天津,2022/10/14 22:38,铜牌会员,852.0,659
U001457,38,男,广西,南京,2024/3/26 22:38,铜牌会员,1694.5,618
U001458,35,女,河南,杭州,2021/3/20 22:38,铜牌会员,1986.89,738
U001459,42,女,广西,成都,2025/7/13 22:38,铜牌会员,2757.15,512
U001460,37,男,北京,南京,2021/3/11 22:38,铜牌会员,5326.96,754
U001461,30,女,四川,合肥,2021/5/10 22:38,铜牌会员,1595.27,560
U001462,22,男,湖南,青岛,2023/8/17 22:38,金牌会员,261.61,623
U001463,30,男,辽宁,北京,2025/7/14 22:38,铜牌会员,2336.27,764
U001464,25,男,江西,长沙,2023/2/22 22:38,铜牌会员,9676.87,800
U001465,27,男,云南,成都,2023/7/14 22:38,金牌会员,3449.28,664
U001466,36,男,上海,南京,2026/1/3 22:38,金牌会员,16731.24,541
U001467,45,女,广东,成都,2022/1/16 22:38,钻石会员,3502.08,718
U001468,35,男,陕西,合肥,2025/4/14 22:38,银牌会员,1614.12,646
U001469,22,男,辽宁,福州,2023/10/18 22:38,铜牌会员,1074.1,565
U001470,35,男,广西,天津,2021/3/18 22:38,铜牌会员,5929.43,667
U001471,41,女,北京,厦门,2022/6/4 22:38,银牌会员,3843.46,545
U001472,27,女,上海,青岛,2025/3/24 22:38,钻石会员,4631.69,665
U001473,30,男,河北,北京,2025/9/3 22:38,银牌会员,7035.07,576
U001474,32,男,云南,成都,2023/6/18 22:38,金牌会员,6471.37,492
U001475,25,男,安徽,北京,2021/9/17 22:38,铜牌会员,221.66,517
U001476,37,男,陕西,重庆,2024/8/10 22:38,铜牌会员,8111.9,601
U001477,31,男,福建,上海,2024/3/12 22:38,金牌会员,3803.95,690
U001478,35,男,上海,天津,2022/8/7 22:38,银牌会员,2485.51,750
U001479,24,男,北京,苏州,2022/3/18 22:38,钻石会员,3855.75,764
U001480,28,女,福建,杭州,2023/11/12 22:38,银牌会员,4739.57,529
U001481,37,男,河北,西安,2022/6/14 22:38,铜牌会员,809.69,632
U001482,29,女,河南,天津,2025/8/23 22:38,铜牌会员,2701.4,601
U001483,45,女,江西,福州,2021/4/26 22:38,金牌会员,2044.25,641
U001484,28,女,河北,上海,2024/4/2 22:38,银牌会员,2157.06,762
U001485,33,男,上海,合肥,2021/4/25 22:38,铜牌会员,478.89,662
U001486,39,男,河北,天津,2022/4/24 22:38,铜牌会员,870.84,719
U001487,20,男,湖北,上海,2021/4/11 22:38,铜牌会员,882.68,800
U001488,18,女,河北,长沙,2023/2/7 22:38,普通会员,2335.84,524
U001489,19,女,陕西,宁波,2023/12/18 22:38,银牌会员,11244.82,612
U001490,42,女,山西,宁波,2024/4/26 22:38,普通会员,1153.53,695
U001491,27,女,山西,郑州,2022/7/31 22:38,铜牌会员,2690.92,671
U001492,52,男,河北,厦门,2022/1/24 22:38,金牌会员,1866.99,733
U001493,27,女,北京,重庆,2021/11/1 22:38,铜牌会员,7741.32,619
U001494,33,男,山东,青岛,2023/5/11 22:38,金牌会员,257.13,666
U001495,44,男,北京,苏州,2021/3/15 22:38,铜牌会员,1094.16,589
U001496,48,男,河北,合肥,2023/1/22 22:38,钻石会员,1182.67,735
U001497,48,男,北京,宁波,2025/11/22 22:38,普通会员,24782.72,653
U001498,41,女,河北,成都,2022/8/19 22:38,普通会员,4228.87,762
U001499,40,男,山西,北京,2025/9/16 22:38,金牌会员,748.06,762
U001500,36,女,湖北,武汉,2024/10/11 22:38,银牌会员,1588.64,547
U001501,38,女,福建,西安,2022/7/22 22:38,普通会员,918.55,775
U001502,27,女,广西,郑州,2022/4/4 22:38,钻石会员,665.4,724
U001503,25,男,山西,杭州,2024/6/25 22:38,铜牌会员,7977.23,637
U001504,31,女,陕西,成都,2024/10/26 22:38,钻石会员,3423.44,717
U001505,30,女,河南,青岛,2021/11/27 22:38,铜牌会员,4987.64,609
U001506,28,男,湖南,北京,2025/8/2 22:38,铜牌会员,2011.73,758
U001507,37,男,北京,厦门,2023/8/30 22:38,铜牌会员,4033.76,657
U001508,39,女,福建,重庆,2025/7/17 22:38,铜牌会员,1489.13,721
U001509,32,女,湖南,长沙,2021/10/30 22:38,铜牌会员,1841.11,599
U001510,43,女,广西,上海,2022/7/17 22:38,铜牌会员,5281.18,672
U001511,22,女,浙江,宁波,2022/2/23 22:38,普通会员,814.65,720
U001512,30,女,山东,青岛,2021/3/14 22:38,铜牌会员,4801.5,674
U001513,26,男,广东,济南,2025/7/13 22:38,普通会员,9560.65,694
U001514,18,男,江苏,苏州,2023/8/10 22:38,金牌会员,641.57,589
U001515,31,男,江苏,宁波,2025/2/28 22:38,银牌会员,11387.57,674
U001516,31,女,辽宁,宁波,2022/3/15 22:38,银牌会员,413.9,589
U001517,44,女,山西,长沙,2024/5/31 22:38,钻石会员,2145.53,648
U001518,37,男,北京,重庆,2025/12/6 22:38,银牌会员,4714.58,610
U001519,23,女,重庆,深圳,2025/11/1 22:38,钻石会员,4098.26,633
U001520,46,男,陕西,合肥,2024/4/10 22:38,铜牌会员,506.79,509
U001521,41,男,山东,重庆,2021/8/18 22:38,普通会员,8020.09,652
U001522,36,男,辽宁,北京,2025/10/12 22:38,铜牌会员,18088.06,641
U001523,30,男,辽宁,合肥,2024/6/13 22:38,铜牌会员,999.75,528
U001524,24,男,重庆,深圳,2024/1/31 22:38,金牌会员,11275.22,677
U001525,29,男,湖北,苏州,2023/12/29 22:38,银牌会员,4068.78,716
U001526,40,男,湖北,重庆,2023/9/5 22:38,铜牌会员,13739.19,675
U001527,47,男,广西,福州,2025/4/11 22:38,银牌会员,968.45,712
U001528,44,女,福建,杭州,2024/9/21 22:38,铜牌会员,7851.6,607
U001529,28,男,湖南,北京,2023/2/12 22:38,普通会员,308.22,632
U001530,23,女,河北,上海,2023/10/14 22:38,银牌会员,10736.31,655
U001531,33,男,河北,福州,2022/12/2 22:38,金牌会员,5606.74,661
U001532,18,男,广西,福州,2022/4/9 22:38,金牌会员,2312.2,462
U001533,34,男,广西,上海,2021/8/25 22:38,银牌会员,1056.49,576
U001534,30,男,北京,成都,2025/1/31 22:38,铜牌会员,8478.61,730
U001535,28,女,江西,成都,2025/2/20 22:38,普通会员,4622.14,587
U001536,19,男,福建,深圳,2025/2/10 22:38,铜牌会员,2234.69,630
U001537,36,女,山西,济南,2025/8/26 22:38,银牌会员,2933.46,645
U001538,27,女,江苏,济南,2022/9/4 22:38,铜牌会员,8759.12,542
U001539,22,女,广西,长沙,2021/3/18 22:38,普通会员,2069.46,776
U001540,18,女,北京,苏州,2023/12/13 22:38,金牌会员,469.54,647
U001541,31,女,湖北,北京,2022/8/14 22:38,金牌会员,12111.47,581
U001542,46,男,辽宁,合肥,2022/4/6 22:38,银牌会员,2449.76,701
U001543,45,女,江苏,济南,2024/9/28 22:38,普通会员,2141.53,626
U001544,28,男,河北,合肥,2023/4/21 22:38,普通会员,1143.29,654
U001545,27,男,湖南,厦门,2022/10/28 22:38,普通会员,11385.69,762
U001546,35,女,湖北,上海,2025/4/16 22:38,银牌会员,1226.34,606
U001547,24,女,广西,青岛,2024/10/16 22:38,普通会员,5062.26,741
U001548,34,女,河南,天津,2023/7/5 22:38,金牌会员,10633.3,622
U001549,38,男,云南,厦门,2022/7/8 22:38,钻石会员,177.69,655
U001550,41,女,云南,苏州,2024/9/1 22:38,铜牌会员,8824.37,674
U001551,31,男,四川,南京,2023/7/8 22:38,铜牌会员,2643.25,622
U001552,30,男,江西,武汉,2024/8/30 22:38,银牌会员,5364.35,568
U001553,24,男,山东,杭州,2022/5/10 22:38,金牌会员,2329.3,686
U001554,25,男,江西,郑州,2026/1/15 22:38,金牌会员,5945.69,739
U001555,30,男,江西,西安,2021/8/1 22:38,普通会员,1467.13,700
U001556,34,女,广东,天津,2023/6/27 22:38,普通会员,110.87,697
U001557,39,女,广西,郑州,2024/6/24 22:38,银牌会员,14762.17,613
U001558,25,男,江苏,合肥,2022/4/18 22:38,银牌会员,82.52,705
U001559,43,女,山东,北京,2023/1/11 22:38,普通会员,8689.18,678
U001560,29,女,上海,重庆,2025/3/17 22:38,铜牌会员,926.46,719
U001561,31,女,上海,天津,2025/9/5 22:38,银牌会员,2489.71,657
U001562,26,女,上海,福州,2023/8/14 22:38,普通会员,8643.71,697
U001563,18,男,河南,北京,2024/2/27 22:38,金牌会员,1152.93,611
U001564,39,女,福建,合肥,2022/10/19 22:38,普通会员,10038.68,705
U001565,37,女,湖北,北京,2024/6/1 22:38,银牌会员,3443.38,549
U001566,29,男,广西,郑州,2022/7/6 22:38,银牌会员,2279.74,623
U001567,32,男,重庆,宁波,2023/9/19 22:38,铜牌会员,5430.03,594
U001568,36,女,重庆,郑州,2022/3/23 22:38,银牌会员,2088.12,800
U001569,19,男,广东,南京,2024/9/9 22:38,银牌会员,2133.1,702
U001570,27,女,山西,重庆,2023/7/14 22:38,金牌会员,6612.4,563
U001571,38,男,辽宁,武汉,2021/5/9 22:38,铜牌会员,1854.1,540
U001572,21,女,山西,厦门,2024/5/26 22:38,银牌会员,1120.55,510
U001573,34,男,湖南,北京,2024/12/23 22:38,银牌会员,8242.09,558
U001574,21,女,江苏,郑州,2023/12/9 22:38,铜牌会员,8183.3,582
U001575,35,女,湖北,南京,2021/4/23 22:38,金牌会员,3441.65,571
U001576,31,男,河南,北京,2023/5/21 22:38,普通会员,3739.66,612
U001577,19,女,重庆,南京,2025/6/30 22:38,铜牌会员,5954.9,716
U001578,41,男,湖北,福州,2024/10/6 22:38,铜牌会员,3559.35,634
U001579,26,男,广东,天津,2023/12/15 22:38,普通会员,2698.18,707
U001580,25,男,山西,郑州,2022/11/20 22:38,金牌会员,26386.88,564
U001581,33,女,四川,成都,2024/1/30 22:38,银牌会员,798.73,619
U001582,41,男,福建,武汉,2022/11/14 22:38,铜牌会员,4491.37,574
U001583,23,男,安徽,长沙,2024/6/8 22:38,金牌会员,10851.78,685
U001584,32,男,福建,广州,2022/3/4 22:38,铜牌会员,5811.2,635
U001585,35,女,山西,杭州,2024/6/9 22:38,银牌会员,10639.94,791
U001586,37,女,江苏,济南,2025/12/21 22:38,普通会员,2049.89,596
U001587,33,男,上海,长沙,2021/6/10 22:38,铜牌会员,1587.22,566
U001588,29,男,河南,郑州,2022/5/27 22:38,普通会员,9528.19,673
U001589,25,女,上海,福州,2023/11/16 22:38,银牌会员,2505.32,635
U001590,32,男,福建,上海,2024/7/21 22:38,铜牌会员,6183.9,690
U001591,23,女,广东,深圳,2026/1/18 22:38,铜牌会员,799.37,645
U001592,18,女,北京,青岛,2022/12/2 22:38,铜牌会员,7049.62,638
U001593,35,女,福建,重庆,2021/3/30 22:38,普通会员,3981.25,596
U001594,39,男,北京,长沙,2022/4/1 22:38,金牌会员,1564.05,628
U001595,18,女,山东,成都,2021/9/24 22:38,普通会员,3411.08,527
U001596,23,女,广西,杭州,2021/12/1 22:38,金牌会员,5969.18,745
U001597,36,女,湖北,青岛,2025/10/26 22:38,铜牌会员,59.79,751
