user_id,total_spent,order_count,completed_orders,avg_order_amount,browse_count,click_count,favorite_count,cart_count,days_since_last_order,order_frequency,repurchase_indicator,purchase_intent,consumption_level,member_level_score
U001027,30143.469999999998,5.0,2.0,6028.6939999999995,4.0,1.0,3.0,1.0,999,2.0,1,0.1568,高,2
U001028,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,999,0.0,0,0.2662,低,2
U001029,20053.36,1.0,1.0,20053.36,6.0,1.0,1.0,1.0,999,1.0,0,0.1767,高,3
U001030,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,999,0.0,0,0.2189,低,1
U001031,15573.8,4.0,1.0,498.47,5.0,1.0,0.0,0.0,999,1.0,0,0.337,高,4
U001032,6184.48,3.0,2.0,2061.4933333333333,2.0,1.0,1.0,1.0,999,2.0,1,0.2192,中,3
U001033,1094.49,1.0,0.0,1094.49,4.0,0.0,0.0,1.0,999,0.0,0,0.3899,低,2
U001034,5700.58,3.0,1.0,1900.1933333333334,4.0,0.0,3.0,2.0,999,1.0,0,0.3931,中,4
U001035,41178.79,3.0,2.0,15182.375,2.0,1.0,0.0,1.0,999,2.0,1,0.161,高,4
U001036,4723.950000000001,4.0,1.0,845.565,2.0,1.0,0.0,1.0,999,1.0,0,0.3503,中,2
U001037,16260.51,4.0,2.0,4065.1275,2.0,2.0,0.0,0.0,999,2.0,1,0.3958,高,4
U001038,1544.13,1.0,1.0,1544.13,3.0,2.0,0.0,0.0,999,1.0,0,0.1131,低,1
U001039,3679.29,4.0,1.0,645.87,3.0,2.0,1.0,0.0,999,1.0,0,0.3704,中,1
U001040,21227.17,2.0,1.0,10613.585,5.0,2.0,1.0,0.0,999,1.0,0,0.2148,高,3
U001041,9790.06,2.0,0.0,4895.03,3.0,0.0,1.0,1.0,999,0.0,0,0.1992,中,2
U001042,2663.88,1.0,0.0,2663.88,4.0,0.0,0.0,0.0,999,0.0,0,0.1433,低,2
U001043,4498.85,4.0,1.0,1678.22,3.0,0.0,0.0,0.0,999,1.0,0,0.1437,中,2
U001044,1906.8700000000001,2.0,1.0,748.21,3.0,2.0,1.0,0.0,999,1.0,0,0.1368,低,2
U001045,14913.300000000001,5.0,2.0,2982.6600000000003,3.0,2.0,0.0,1.0,999,2.0,1,0.3667,高,4
U001046,3169.14,3.0,3.0,1056.3799999999999,2.0,4.0,0.0,0.0,999,3.0,1,0.2706,中,3
U001047,6449.79,4.0,1.0,1064.2133333333334,5.0,1.0,0.0,0.0,999,1.0,0,0.1572,中,5
U001048,29799.75,5.0,4.0,5143.5275,2.0,1.0,0.0,1.0,999,4.0,1,0.2259,高,3
U001049,1322.53,3.0,1.0,641.52,8.0,2.0,5.0,0.0,999,1.0,0,0.1281,低,2
U001050,3841.64,1.0,0.0,3841.64,4.0,2.0,1.0,1.0,999,0.0,0,0.1891,中,2
U001051,10331.16,5.0,3.0,2464.2325,4.0,2.0,1.0,0.0,999,3.0,1,0.3006,高,2
U001052,1105.88,1.0,0.0,1105.88,4.0,3.0,4.0,1.0,999,0.0,0,0.1282,低,4
U001053,2387.75,1.0,0.0,2387.75,1.0,3.0,1.0,1.0,999,0.0,0,0.2903,低,1
U001054,10785.53,3.0,1.0,1174.9550000000002,3.0,0.0,1.0,0.0,999,1.0,0,0.1693,高,1
U001055,1546.1599999999999,2.0,2.0,773.0799999999999,2.0,2.0,0.0,0.0,999,2.0,1,0.2361,低,4
U001056,6930.3099999999995,2.0,0.0,3465.1549999999997,1.0,1.0,0.0,1.0,999,0.0,0,0.3961,中,3
U001057,2544.75,1.0,0.0,2544.75,3.0,1.0,3.0,0.0,999,0.0,0,0.1178,低,1
U001058,29509.61,5.0,1.0,6669.87,1.0,3.0,0.0,1.0,999,1.0,0,0.3422,高,1
U001059,16244.460000000001,6.0,3.0,3035.446,2.0,1.0,1.0,0.0,999,3.0,1,0.2047,高,4
U001060,622.54,1.0,0.0,622.54,5.0,2.0,0.0,0.0,999,0.0,0,0.2398,低,4
U001061,17513.660000000003,4.0,3.0,4378.415000000001,2.0,1.0,0.0,0.0,999,3.0,1,0.3299,高,2
U001062,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,999,0.0,0,0.1978,低,2
U001063,5709.24,4.0,4.0,1427.31,4.0,3.0,0.0,1.0,999,4.0,1,0.1001,中,4
U001064,2922.49,2.0,2.0,1461.245,4.0,3.0,0.0,2.0,999,2.0,1,0.2594,低,3
U001065,1889.09,2.0,0.0,944.545,2.0,3.0,3.0,0.0,999,0.0,0,0.1637,低,4
U001066,5728.16,3.0,1.0,1909.3866666666665,1.0,2.0,2.0,1.0,999,1.0,0,0.126,中,2
U001067,535.17,1.0,0.0,535.17,2.0,0.0,2.0,0.0,999,0.0,0,0.3737,低,4
U001068,10180.19,5.0,1.0,1390.765,4.0,3.0,1.0,2.0,999,1.0,0,0.1498,高,2
U001069,6736.4400000000005,3.0,2.0,419.135,4.0,6.0,0.0,0.0,999,2.0,1,0.2785,中,1
U001070,1648.6,2.0,1.0,824.3,2.0,6.0,4.0,0.0,999,1.0,0,0.1499,低,3
U001071,2344.62,3.0,2.0,781.54,2.0,1.0,0.0,1.0,999,2.0,1,0.3121,低,2
U001072,5463.49,6.0,3.0,823.0220000000002,10.0,1.0,0.0,0.0,999,3.0,1,0.1727,中,4
U001073,7660.04,3.0,1.0,2553.346666666667,4.0,2.0,3.0,0.0,999,1.0,0,0.3663,中,1
U001074,4676.67,5.0,2.0,935.3340000000001,3.0,1.0,2.0,0.0,999,2.0,1,0.3381,中,4
U001075,29267.3,5.0,2.0,5853.46,3.0,3.0,1.0,0.0,999,2.0,1,0.3915,高,2
U001076,4154.26,3.0,0.0,2772.83,1.0,4.0,1.0,1.0,999,0.0,0,0.2245,中,3
U001077,11070.65,5.0,0.0,2379.1875,3.0,2.0,0.0,0.0,999,0.0,0,0.3524,高,1
U001078,29760.25,3.0,0.0,9920.083333333334,2.0,1.0,0.0,0.0,999,0.0,0,0.2543,高,3
U001079,2376.04,1.0,0.0,0.0,6.0,1.0,1.0,0.0,999,0.0,0,0.1115,低,3
U001080,36440.95,7.0,1.0,4260.741666666667,3.0,0.0,0.0,0.0,999,1.0,0,0.118,高,2
U001081,29321.53,9.0,2.0,3816.161428571428,4.0,3.0,2.0,1.0,999,2.0,1,0.1036,高,1
U001082,2531.96,4.0,1.0,632.99,4.0,2.0,1.0,1.0,999,1.0,0,0.3128,低,2
U001083,775.39,1.0,1.0,775.39,4.0,0.0,2.0,2.0,999,1.0,0,0.3685,低,4
U001084,17933.11,5.0,1.0,3586.6220000000003,1.0,3.0,1.0,0.0,999,1.0,0,0.3905,高,2
U001085,116.43,1.0,1.0,116.43,2.0,2.0,1.0,0.0,999,1.0,0,0.2963,低,2
U001086,1271.69,2.0,0.0,635.845,4.0,2.0,1.0,0.0,999,0.0,0,0.2115,低,2
U001087,6125.87,4.0,1.0,1531.4675,1.0,0.0,0.0,0.0,999,1.0,0,0.1858,中,4
U001088,41354.76,5.0,1.0,10113.2325,3.0,1.0,2.0,0.0,999,1.0,0,0.2244,高,2
U001089,7319.070000000001,4.0,2.0,1349.3,3.0,0.0,2.0,2.0,999,2.0,1,0.2349,中,1
U001090,7497.02,3.0,3.0,2499.0066666666667,1.0,1.0,0.0,1.0,999,3.0,1,0.3473,中,3
U001091,8016.2,4.0,1.0,3218.935,3.0,2.0,0.0,0.0,999,1.0,0,0.3923,中,3
U001092,25028.37,9.0,5.0,2069.2114285714283,5.0,1.0,2.0,0.0,999,5.0,1,0.2923,高,1
U001093,18915.32,2.0,2.0,9457.66,2.0,1.0,2.0,0.0,999,2.0,1,0.2729,高,5
U001094,9047.32,3.0,2.0,649.675,6.0,2.0,2.0,0.0,999,2.0,1,0.1035,中,3
U001095,5435.84,3.0,1.0,2270.005,4.0,3.0,0.0,1.0,999,1.0,0,0.3802,中,2
U001096,19117.91,3.0,1.0,1781.46,1.0,1.0,2.0,1.0,999,1.0,0,0.1834,高,2
U001097,4257.179999999999,2.0,2.0,2128.5899999999997,3.0,2.0,0.0,2.0,999,2.0,1,0.3788,中,4
U001098,19469.39,6.0,3.0,3244.898333333333,2.0,1.0,0.0,1.0,999,3.0,1,0.2296,高,1
U001099,4919.330000000001,2.0,2.0,2459.6650000000004,4.0,3.0,2.0,0.0,999,2.0,1,0.2656,中,2
U001100,12707.12,5.0,1.0,3105.536666666667,3.0,2.0,1.0,0.0,999,1.0,0,0.3475,高,1
U001101,4757.93,5.0,2.0,992.1425,2.0,2.0,0.0,1.0,999,2.0,1,0.2309,中,3
U001102,5307.889999999999,2.0,0.0,1592.73,1.0,1.0,1.0,0.0,999,0.0,0,0.1766,中,3
U001103,22303.54,7.0,2.0,3152.8766666666666,2.0,1.0,0.0,0.0,999,2.0,1,0.1409,高,3
U001104,4080.48,2.0,0.0,2040.24,4.0,2.0,1.0,0.0,999,0.0,0,0.145,中,1
U001105,4305.2,2.0,0.0,3603.23,5.0,0.0,0.0,0.0,999,0.0,0,0.2745,中,3
U001106,12981.36,5.0,3.0,2596.272,2.0,0.0,0.0,1.0,999,3.0,1,0.2279,高,3
U001107,5816.79,1.0,0.0,5816.79,8.0,2.0,1.0,0.0,999,0.0,0,0.3419,中,2
U001108,19422.620000000003,6.0,1.0,3460.66,5.0,2.0,0.0,0.0,999,1.0,0,0.3083,高,4
U001109,8102.01,4.0,2.0,2025.5025,5.0,2.0,3.0,0.0,999,2.0,1,0.1966,中,2
U001110,5561.34,1.0,0.0,0.0,5.0,1.0,3.0,0.0,999,0.0,0,0.2543,中,3
U001111,4102.52,4.0,1.0,1025.63,1.0,3.0,0.0,0.0,999,1.0,0,0.2306,中,1
U001112,6834.68,2.0,1.0,960.58,1.0,0.0,1.0,1.0,999,1.0,0,0.2233,中,3
U001113,7257.12,3.0,2.0,3276.72,5.0,1.0,0.0,0.0,999,2.0,1,0.1495,中,5
U001114,2082.84,3.0,1.0,694.2800000000001,2.0,2.0,1.0,0.0,999,1.0,0,0.2046,低,5
U001115,7907.5199999999995,5.0,1.0,1581.504,3.0,1.0,1.0,0.0,999,1.0,0,0.2147,中,2
U001116,3557.5599999999995,2.0,2.0,1778.7799999999997,1.0,2.0,1.0,1.0,999,2.0,1,0.3395,中,2
U001117,1249.13,2.0,1.0,624.565,4.0,0.0,2.0,0.0,999,1.0,0,0.357,低,1
U001118,4687.2,3.0,1.0,1291.225,5.0,2.0,1.0,0.0,999,1.0,0,0.1138,中,4
U001119,514.48,1.0,1.0,514.48,1.0,1.0,0.0,1.0,999,1.0,0,0.1645,低,3
U001120,2743.43,4.0,1.0,685.8575,3.0,2.0,0.0,0.0,999,1.0,0,0.1461,低,2
U001121,927.52,2.0,0.0,463.76,3.0,3.0,0.0,0.0,999,0.0,0,0.1753,低,1
U001122,0.0,0.0,0.0,0.0,5.0,4.0,1.0,0.0,999,0.0,0,0.3852,低,4
U001123,2617.09,3.0,2.0,872.3633333333333,5.0,1.0,0.0,1.0,999,2.0,1,0.1209,低,2
U001124,554.59,1.0,0.0,554.59,7.0,1.0,0.0,0.0,999,0.0,0,0.1981,低,2
U001125,22095.719999999998,6.0,2.0,3682.6199999999994,5.0,4.0,1.0,0.0,999,2.0,1,0.2575,高,2
U001126,24705.97,3.0,2.0,8235.323333333334,2.0,2.0,1.0,0.0,999,2.0,1,0.3905,高,2
U001127,11292.77,4.0,1.0,2823.1925,2.0,1.0,1.0,2.0,999,1.0,0,0.3768,高,3
U001128,10772.41,4.0,2.0,2693.1025,4.0,2.0,0.0,1.0,999,2.0,1,0.3276,高,4
U001129,3905.14,2.0,1.0,1952.57,6.0,1.0,1.0,0.0,999,1.0,0,0.1169,中,4
U001130,17599.16,4.0,3.0,4399.79,5.0,0.0,2.0,1.0,999,3.0,1,0.3077,高,2
U001131,20558.95,5.0,2.0,4111.79,5.0,2.0,0.0,0.0,999,2.0,1,0.1881,高,4
U001132,1824.1399999999999,2.0,0.0,912.0699999999999,3.0,2.0,1.0,0.0,999,0.0,0,0.2029,低,2
U001133,1647.25,2.0,1.0,823.625,7.0,1.0,1.0,0.0,999,1.0,0,0.2603,低,2
U001134,5371.9800000000005,2.0,0.0,0.0,4.0,2.0,0.0,2.0,999,0.0,0,0.3882,中,5
U001135,5769.34,2.0,1.0,5154.05,2.0,2.0,0.0,1.0,999,1.0,0,0.2349,中,2
U001136,6996.27,3.0,1.0,2332.09,4.0,1.0,1.0,1.0,999,1.0,0,0.3315,中,2
U001137,6357.01,3.0,0.0,2119.0033333333336,2.0,2.0,0.0,0.0,999,0.0,0,0.3346,中,5
U001138,2748.7400000000002,3.0,2.0,916.2466666666668,4.0,1.0,0.0,0.0,999,2.0,1,0.379,低,1
U001139,2599.2200000000003,2.0,1.0,1299.6100000000001,4.0,3.0,0.0,2.0,999,1.0,0,0.3613,低,3
U001140,8434.369999999999,4.0,0.0,2108.5924999999997,5.0,1.0,0.0,1.0,999,0.0,0,0.1555,中,4
U001141,14584.75,7.0,5.0,2083.535714285714,4.0,1.0,0.0,0.0,999,5.0,1,0.1434,高,2
U001142,7707.22,6.0,2.0,1427.424,2.0,2.0,0.0,2.0,999,2.0,1,0.1396,中,1
U001143,7160.78,4.0,3.0,1790.195,0.0,0.0,0.0,2.0,999,3.0,1,0.277,中,2
U001144,2973.64,2.0,0.0,1486.82,3.0,1.0,1.0,0.0,999,0.0,0,0.3615,低,1
U001145,1824.74,2.0,1.0,912.37,8.0,3.0,1.0,0.0,999,1.0,0,0.388,低,2
U001146,1262.18,1.0,1.0,1262.18,3.0,1.0,2.0,0.0,999,1.0,0,0.1528,低,3
U001147,4271.969999999999,2.0,1.0,3658.45,3.0,1.0,1.0,0.0,999,1.0,0,0.3185,中,2
U001148,17104.62,4.0,2.0,4276.155,8.0,1.0,3.0,0.0,999,2.0,1,0.3383,高,2
U001149,13375.42,6.0,1.0,1848.5439999999999,3.0,4.0,0.0,0.0,999,1.0,0,0.2257,高,3
U001150,1334.53,2.0,2.0,667.265,4.0,3.0,3.0,0.0,999,2.0,1,0.195,低,3
U001151,5817.22,2.0,1.0,2908.61,3.0,1.0,0.0,0.0,999,1.0,0,0.3,中,4
U001152,27352.44,1.0,0.0,27352.44,0.0,1.0,1.0,1.0,999,0.0,0,0.2019,高,2
U001153,15309.6,4.0,2.0,884.615,3.0,1.0,1.0,0.0,999,2.0,1,0.1594,高,4
U001154,5047.18,2.0,1.0,2523.59,3.0,1.0,0.0,1.0,999,1.0,0,0.303,中,3
U001155,8362.199999999999,6.0,3.0,1510.37,1.0,1.0,0.0,1.0,999,3.0,1,0.1214,中,2
U001156,17814.739999999998,5.0,3.0,3562.9479999999994,3.0,0.0,0.0,0.0,999,3.0,1,0.288,高,2
U001157,6396.700000000001,4.0,3.0,1973.2833333333335,5.0,1.0,1.0,1.0,999,3.0,1,0.2877,中,2
U001158,3510.9300000000003,3.0,0.0,1170.3100000000002,4.0,2.0,0.0,0.0,999,0.0,0,0.1624,中,3
U001159,9826.99,4.0,2.0,2456.7475,4.0,0.0,2.0,0.0,999,2.0,1,0.3044,中,1
U001160,4756.75,2.0,1.0,4347.59,1.0,1.0,1.0,0.0,999,1.0,0,0.2929,中,4
U001161,17738.65,8.0,3.0,1554.0966666666666,4.0,1.0,2.0,1.0,999,3.0,1,0.2841,高,3
U001162,7368.72,3.0,0.0,2795.02,7.0,1.0,1.0,0.0,999,0.0,0,0.2496,中,4
U001163,1707.01,1.0,0.0,1707.01,2.0,0.0,1.0,0.0,999,0.0,0,0.128,低,1
U001164,668.77,1.0,0.0,668.77,4.0,3.0,1.0,0.0,999,0.0,0,0.1242,低,2
U001165,8581.44,3.0,0.0,2860.48,2.0,3.0,0.0,2.0,999,0.0,0,0.3791,中,1
U001166,4680.43,3.0,2.0,1560.1433333333334,0.0,0.0,0.0,0.0,999,2.0,1,0.3197,中,2
U001167,16265.8,1.0,1.0,16265.8,3.0,1.0,1.0,2.0,999,1.0,0,0.3737,高,4
U001168,7769.21,3.0,1.0,961.6700000000001,0.0,1.0,1.0,0.0,999,1.0,0,0.2485,中,1
U001169,11982.14,5.0,1.0,2396.428,3.0,0.0,0.0,1.0,999,1.0,0,0.1307,高,2
U001170,4108.89,2.0,0.0,2054.445,4.0,1.0,0.0,0.0,999,0.0,0,0.212,中,1
U001171,2102.6800000000003,3.0,1.0,379.985,5.0,1.0,2.0,1.0,999,1.0,0,0.1342,低,2
U001172,24408.73,4.0,0.0,2634.08,1.0,4.0,2.0,0.0,999,0.0,0,0.3836,高,4
U001173,29173.08,3.0,2.0,13973.815,4.0,3.0,2.0,0.0,999,2.0,1,0.1334,高,3
U001174,2909.93,3.0,1.0,969.9766666666666,4.0,1.0,1.0,0.0,999,1.0,0,0.3928,低,3
U001175,28581.989999999998,8.0,6.0,3572.7487499999997,5.0,0.0,0.0,3.0,999,6.0,1,0.2233,高,2
U001176,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,999,0.0,0,0.2186,低,4
U001177,12804.3,4.0,1.0,3873.7833333333333,3.0,0.0,0.0,1.0,999,1.0,0,0.2865,高,3
U001178,0.0,0.0,0.0,0.0,4.0,2.0,2.0,0.0,999,0.0,0,0.1183,低,2
U001179,1293.36,3.0,2.0,431.11999999999995,3.0,0.0,1.0,0.0,999,2.0,1,0.3407,低,2
U001180,15129.21,4.0,2.0,3787.44,3.0,1.0,4.0,1.0,999,2.0,1,0.1393,高,4
U001181,5709.75,4.0,1.0,1427.4375,1.0,1.0,1.0,0.0,999,1.0,0,0.341,中,3
U001182,3402.8799999999997,3.0,0.0,669.18,3.0,0.0,1.0,0.0,999,0.0,0,0.3655,中,3
U001183,6168.95,2.0,0.0,6159.79,4.0,2.0,0.0,0.0,999,0.0,0,0.3637,中,2
U001184,12948.27,7.0,2.0,1310.89,1.0,0.0,0.0,1.0,999,2.0,1,0.1195,高,1
U001185,11103.43,3.0,2.0,3701.1433333333334,6.0,1.0,1.0,1.0,999,2.0,1,0.1389,高,3
U001186,12713.7,5.0,3.0,2542.7400000000002,2.0,3.0,0.0,2.0,999,3.0,1,0.1827,高,3
U001187,19071.02,2.0,1.0,236.44,2.0,2.0,3.0,0.0,999,1.0,0,0.1572,高,2
U001188,929.8,1.0,1.0,929.8,5.0,1.0,1.0,1.0,999,1.0,0,0.1273,低,3
U001189,16014.01,3.0,0.0,5338.003333333333,2.0,1.0,1.0,0.0,999,0.0,0,0.3932,高,1
U001190,0.0,0.0,0.0,0.0,3.0,5.0,2.0,0.0,999,0.0,0,0.1874,低,3
U001191,20215.57,5.0,3.0,4043.114,4.0,2.0,1.0,2.0,999,3.0,1,0.2138,高,4
U001192,28022.440000000002,4.0,1.0,8084.77,1.0,1.0,1.0,1.0,999,1.0,0,0.3448,高,4
U001193,4185.55,2.0,1.0,2092.775,3.0,3.0,3.0,1.0,999,1.0,0,0.3373,中,2
U001194,1818.83,2.0,0.0,909.415,2.0,3.0,1.0,1.0,999,0.0,0,0.2204,低,2
U001195,19729.8,4.0,0.0,4932.45,4.0,1.0,1.0,2.0,999,0.0,0,0.228,高,4
U001196,20022.51,4.0,0.0,6234.336666666666,2.0,0.0,0.0,0.0,999,0.0,0,0.3381,高,3
U001197,10301.54,4.0,2.0,2575.385,1.0,0.0,1.0,0.0,999,2.0,1,0.3334,高,2
U001198,1237.21,2.0,1.0,618.605,6.0,1.0,0.0,1.0,999,1.0,0,0.2292,低,4
U001199,253.08,1.0,1.0,253.08,2.0,3.0,2.0,0.0,999,1.0,0,0.2426,低,2
U001200,195.85,1.0,0.0,0.0,2.0,0.0,0.0,1.0,999,0.0,0,0.3708,低,2
U001201,5391.06,4.0,0.0,1347.765,2.0,1.0,0.0,0.0,999,0.0,0,0.3358,中,1
U001202,2631.48,4.0,3.0,657.87,1.0,0.0,1.0,0.0,999,3.0,1,0.2739,低,1
U001203,3360.5099999999998,4.0,1.0,840.1274999999999,2.0,3.0,0.0,0.0,999,1.0,0,0.1995,中,1
U001204,1475.21,3.0,2.0,491.7366666666667,6.0,1.0,0.0,2.0,999,2.0,1,0.3628,低,4
U001205,8400.77,3.0,1.0,1658.88,3.0,3.0,1.0,0.0,999,1.0,0,0.101,中,2
U001206,3422.31,3.0,0.0,772.585,3.0,0.0,1.0,0.0,999,0.0,0,0.219,中,2
U001207,35.38,1.0,1.0,35.38,2.0,1.0,2.0,0.0,999,1.0,0,0.2478,低,4
U001208,480.59,1.0,0.0,480.59,1.0,1.0,1.0,1.0,999,0.0,0,0.2467,低,3
U001209,26506.269999999997,5.0,0.0,1177.4,4.0,2.0,0.0,1.0,999,0.0,0,0.1468,高,3
U001210,1851.8,4.0,1.0,285.01666666666665,7.0,2.0,2.0,0.0,999,1.0,0,0.2221,低,2
U001211,12430.03,7.0,3.0,2719.5924999999997,1.0,2.0,1.0,1.0,999,3.0,1,0.3149,高,4
U001212,1205.22,1.0,0.0,1205.22,3.0,0.0,0.0,0.0,999,0.0,0,0.2557,低,1
U001213,3745.38,2.0,0.0,1872.69,1.0,2.0,2.0,0.0,999,0.0,0,0.3767,中,1
U001214,11500.14,5.0,1.0,1887.7275,2.0,0.0,0.0,0.0,999,1.0,0,0.2098,高,1
U001215,34374.22,3.0,2.0,11458.073333333334,4.0,1.0,0.0,0.0,999,2.0,1,0.3678,高,2
U001216,3447.61,2.0,0.0,3145.05,3.0,1.0,0.0,2.0,999,0.0,0,0.2772,中,2
U001217,5224.54,2.0,1.0,2612.27,3.0,1.0,0.0,1.0,999,1.0,0,0.3475,中,3
U001218,2112.81,3.0,1.0,704.27,0.0,0.0,1.0,2.0,999,1.0,0,0.3249,低,1
U001219,5622.0,3.0,2.0,1874.0,2.0,1.0,3.0,1.0,999,2.0,1,0.3519,中,3
U001220,4192.41,2.0,1.0,2096.205,3.0,1.0,0.0,0.0,999,1.0,0,0.3262,中,1
U001221,27949.58,4.0,0.0,1851.0233333333333,2.0,4.0,0.0,0.0,999,0.0,0,0.1803,高,1
U001222,5287.969999999999,3.0,0.0,1250.58,1.0,2.0,2.0,0.0,999,0.0,0,0.1884,中,2
U001223,3584.73,3.0,2.0,1194.91,2.0,6.0,0.0,1.0,999,2.0,1,0.2174,中,4
U001224,1810.19,2.0,0.0,1380.57,3.0,0.0,1.0,0.0,999,0.0,0,0.3482,低,4
U001225,12846.6,4.0,2.0,3211.65,1.0,2.0,1.0,1.0,999,2.0,1,0.2788,高,5
U001226,31222.289999999997,3.0,1.0,13827.15,2.0,1.0,1.0,1.0,999,1.0,0,0.1387,高,3
U001227,37418.49,8.0,3.0,5315.401666666667,1.0,1.0,1.0,0.0,999,3.0,1,0.3145,高,3
U001228,1431.0,2.0,1.0,715.5,5.0,2.0,0.0,0.0,999,1.0,0,0.3543,低,3
U001229,47900.380000000005,6.0,1.0,7983.396666666667,2.0,0.0,1.0,0.0,999,1.0,0,0.3651,高,3
U001230,4150.88,2.0,1.0,1017.85,3.0,1.0,2.0,1.0,999,1.0,0,0.2919,中,1
U001231,3498.29,2.0,1.0,1749.145,2.0,2.0,2.0,0.0,999,1.0,0,0.1201,中,2
U001232,4285.57,4.0,3.0,1071.3925,3.0,1.0,0.0,1.0,999,3.0,1,0.323,中,2
U001233,5365.46,4.0,2.0,1341.365,4.0,2.0,1.0,1.0,999,2.0,1,0.388,中,2
U001234,5859.6900000000005,4.0,2.0,1464.9225000000001,2.0,2.0,0.0,0.0,999,2.0,1,0.1763,中,2
U001235,21426.29,6.0,2.0,3880.946000000001,4.0,2.0,2.0,1.0,999,2.0,1,0.2988,高,1
U001236,23469.88,3.0,1.0,7823.293333333334,3.0,3.0,0.0,1.0,999,1.0,0,0.3647,高,2
U001237,27454.34,4.0,1.0,6863.585,2.0,1.0,1.0,1.0,999,1.0,0,0.1025,高,1
U001238,3531.29,3.0,2.0,540.93,2.0,4.0,0.0,0.0,999,2.0,1,0.1501,中,5
U001239,1694.83,2.0,0.0,847.415,0.0,2.0,0.0,1.0,999,0.0,0,0.333,低,1
U001240,17898.620000000003,3.0,1.0,3774.77,0.0,0.0,0.0,2.0,999,1.0,0,0.3046,高,2
U001241,3693.53,4.0,1.0,923.3825,3.0,2.0,3.0,0.0,999,1.0,0,0.1644,中,4
U001242,1018.75,2.0,1.0,509.375,2.0,3.0,0.0,1.0,999,1.0,0,0.2617,低,2
U001243,3409.7799999999997,3.0,1.0,1136.5933333333332,6.0,2.0,0.0,0.0,999,1.0,0,0.2829,中,1
U001244,44859.31,5.0,1.0,6618.794999999999,2.0,0.0,0.0,0.0,999,1.0,0,0.1698,高,2
U001245,18736.44,1.0,0.0,0.0,1.0,1.0,0.0,1.0,999,0.0,0,0.2189,高,1
U001246,34737.37,3.0,2.0,11579.123333333335,4.0,1.0,2.0,0.0,999,2.0,1,0.2048,高,1
U001247,2839.2200000000003,2.0,2.0,1419.6100000000001,0.0,1.0,0.0,0.0,999,2.0,1,0.3471,低,1
U001248,5828.74,5.0,3.0,1101.1675,4.0,1.0,1.0,1.0,999,3.0,1,0.2783,中,2
U001249,9002.02,2.0,0.0,4501.01,2.0,4.0,2.0,0.0,999,0.0,0,0.2518,中,4
U001250,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,999,0.0,0,0.3965,低,3
U001251,5876.74,4.0,1.0,1872.2433333333336,4.0,4.0,0.0,0.0,999,1.0,0,0.1524,中,3
U001252,13190.67,3.0,2.0,4396.89,0.0,0.0,2.0,2.0,999,2.0,1,0.1482,高,1
U001253,1770.05,1.0,1.0,1770.05,5.0,5.0,1.0,0.0,999,1.0,0,0.2287,低,2
U001254,4842.32,1.0,0.0,4842.32,1.0,3.0,0.0,0.0,999,0.0,0,0.1597,中,4
U001255,6893.9800000000005,3.0,0.0,2990.3650000000002,3.0,4.0,1.0,0.0,999,0.0,0,0.3644,中,1
U001256,7487.59,2.0,2.0,3743.795,2.0,1.0,1.0,0.0,999,2.0,1,0.2565,中,4
U001257,53403.13,5.0,1.0,12808.22,4.0,4.0,0.0,2.0,999,1.0,0,0.1094,高,2
U001258,429.35,2.0,1.0,214.675,1.0,1.0,1.0,2.0,999,1.0,0,0.3049,低,4
U001259,9256.56,5.0,1.0,1637.5666666666666,1.0,2.0,0.0,0.0,999,1.0,0,0.3398,中,2
U001260,10790.93,3.0,0.0,3596.976666666667,2.0,0.0,2.0,3.0,999,0.0,0,0.1784,高,2
U001261,9849.25,4.0,3.0,2462.3125,4.0,2.0,0.0,1.0,999,3.0,1,0.2549,中,3
U001262,5376.3,2.0,1.0,2688.15,2.0,1.0,1.0,0.0,999,1.0,0,0.3893,中,3
U001263,4066.2400000000002,2.0,1.0,2033.1200000000001,1.0,0.0,0.0,0.0,999,1.0,0,0.156,中,1
U001264,32893.69,4.0,3.0,8223.4225,3.0,0.0,1.0,2.0,999,3.0,1,0.1765,高,5
U001265,2914.17,2.0,1.0,1457.085,3.0,1.0,0.0,1.0,999,1.0,0,0.3796,低,1
U001266,1292.5600000000002,3.0,0.0,374.165,2.0,1.0,1.0,0.0,999,0.0,0,0.3908,低,1
U001267,583.25,1.0,0.0,583.25,2.0,3.0,1.0,0.0,999,0.0,0,0.2134,低,3
U001268,2387.79,1.0,1.0,2387.79,2.0,2.0,0.0,0.0,999,1.0,0,0.2583,低,3
U001269,263.27,1.0,1.0,263.27,2.0,0.0,3.0,1.0,999,1.0,0,0.2619,低,5
U001270,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,999,0.0,0,0.284,低,2
U001271,9179.01,5.0,3.0,1835.8020000000001,4.0,1.0,0.0,0.0,999,3.0,1,0.2562,中,1
U001272,166.12,1.0,1.0,166.12,3.0,2.0,0.0,0.0,999,1.0,0,0.2631,低,3
U001273,780.34,3.0,2.0,260.11333333333334,1.0,0.0,3.0,0.0,999,2.0,1,0.1197,低,2
