behavior_id,user_id,product_id,behavior_type,behavior_time,duration_seconds
B00004218,U004734,P000589,浏览,2026-01-26 21:14:36,561
B00004219,U002314,P001354,点击,2026-02-15 18:31:36,158
B00004220,U001157,P001245,浏览,2026-01-23 10:59:36,258
B00004221,U001578,P000347,浏览,2025-12-19 08:43:36,370
B00004222,U003033,P001590,浏览,2026-01-03 18:18:36,352
B00004223,U001308,P000059,浏览,2026-01-10 17:27:36,219
B00004224,U004235,P000705,浏览,2026-02-10 19:00:36,77
B00004225,U004165,P000032,收藏,2026-03-04 12:23:36,0
B00004226,U002853,P001682,加购,2026-02-06 01:57:36,0
B00004227,U002225,P001668,浏览,2025-12-11 13:10:36,549
B00004228,U003445,P000208,点击,2026-03-02 14:07:36,268
B00004229,U004641,P000338,浏览,2026-01-25 06:41:36,304
B00004230,U001252,P001237,收藏,2026-01-15 13:04:36,0
B00004231,U001672,P000179,收藏,2026-01-28 00:48:36,0
B00004232,U001396,P001967,收藏,2026-01-23 11:00:36,0
B00004233,U001015,P000310,浏览,2026-02-05 03:11:36,320
B00004234,U004742,P000409,浏览,2026-01-23 17:32:36,404
B00004235,U003215,P001662,浏览,2026-02-04 05:24:36,48
B00004236,U000757,P000138,浏览,2026-01-24 22:07:36,311
B00004237,U002032,P000391,浏览,2026-02-23 18:20:36,531
B00004238,U002621,P000382,加购,2026-01-21 23:16:36,0
B00004239,U002430,P001781,加购,2026-02-06 19:28:36,0
B00004240,U004567,P000705,浏览,2025-12-06 03:35:36,543
B00004241,U001232,P001889,浏览,2026-03-04 23:23:36,210
B00004242,U004025,P000993,加购,2026-01-14 17:56:36,0
B00004243,U000035,P001535,浏览,2026-02-10 19:39:36,348
B00004244,U003675,P001299,点击,2026-02-24 23:49:36,406
B00004245,U000021,P000647,浏览,2026-01-04 14:39:36,209
B00004246,U002313,P001519,浏览,2025-12-14 17:58:36,296
B00004247,U003472,P000045,浏览,2026-01-05 07:28:36,505
B00004248,U000457,P001897,点击,2026-01-10 14:04:36,106
B00004249,U002998,P000462,点击,2025-12-13 04:52:36,445
B00004250,U004479,P001062,浏览,2026-02-02 03:16:36,571
B00004251,U002583,P001671,点击,2025-12-24 11:53:36,544
B00004252,U001063,P001966,浏览,2025-12-09 12:03:36,64
B00004253,U001591,P000747,点击,2026-01-23 17:27:36,113
B00004254,U001866,P001091,点击,2025-12-21 01:19:36,488
B00004255,U000047,P000587,浏览,2026-02-12 00:45:36,473
B00004256,U004842,P000264,浏览,2026-01-20 17:53:36,93
B00004257,U004635,P001626,浏览,2026-01-24 19:13:36,64
B00004258,U004775,P001638,浏览,2026-02-19 06:18:36,563
B00004259,U003989,P001539,收藏,2026-01-02 10:59:36,0
B00004260,U001654,P000605,收藏,2026-02-23 08:34:36,0
B00004261,U000045,P001036,浏览,2026-02-26 11:40:36,447
B00004262,U004371,P000594,收藏,2026-02-27 05:44:36,0
B00004263,U003765,P000171,点击,2025-12-14 21:15:36,406
B00004264,U003033,P000903,收藏,2026-01-25 03:33:36,0
B00004265,U003383,P001374,点击,2026-01-31 08:09:36,380
B00004266,U004328,P001258,加购,2026-01-25 14:08:36,0
B00004267,U000086,P001328,浏览,2026-02-04 10:58:36,271
B00004268,U003177,P001530,加购,2026-02-06 10:49:36,0
B00004269,U004273,P000976,收藏,2026-02-15 13:10:36,0
B00004270,U001614,P001519,点击,2025-12-27 22:51:36,45
B00004271,U003292,P000557,浏览,2026-01-27 18:45:36,410
B00004272,U000588,P000537,点击,2026-01-05 19:16:36,375
B00004273,U000603,P000004,点击,2025-12-21 12:54:36,32
B00004274,U003517,P001412,浏览,2025-12-22 08:26:36,57
B00004275,U001257,P000230,点击,2026-01-31 12:44:36,154
B00004276,U002162,P000946,收藏,2025-12-18 16:36:36,0
B00004277,U004680,P001466,加购,2026-01-22 15:07:36,0
B00004278,U003036,P001473,点击,2025-12-30 05:37:36,207
B00004279,U002418,P000894,浏览,2026-02-05 16:31:36,383
B00004280,U003023,P001898,收藏,2025-12-28 16:12:36,0
B00004281,U002120,P000195,浏览,2026-02-23 19:54:36,417
B00004282,U004956,P000156,浏览,2026-02-08 14:46:36,315
B00004283,U002401,P000110,浏览,2025-12-13 05:40:36,90
B00004284,U000810,P001483,浏览,2025-12-19 17:11:36,310
B00004285,U002789,P001701,点击,2026-03-01 06:08:36,39
B00004286,U000638,P001922,浏览,2025-12-31 04:42:36,487
B00004287,U000153,P001353,点击,2026-02-11 05:34:36,469
B00004288,U002434,P001021,浏览,2026-01-19 17:08:36,117
B00004289,U002739,P000061,浏览,2025-12-26 07:26:36,263
B00004290,U000139,P001745,浏览,2026-03-04 12:46:36,151
B00004291,U000726,P000637,浏览,2025-12-24 09:27:36,88
B00004292,U003543,P001843,浏览,2026-01-24 01:34:36,28
B00004293,U002366,P001823,浏览,2026-01-24 17:31:36,330
B00004294,U000019,P000597,浏览,2026-01-08 00:19:36,319
B00004295,U001437,P000721,浏览,2026-01-12 11:45:36,255
B00004296,U001962,P001770,收藏,2025-12-11 15:39:36,0
B00004297,U002455,P001489,点击,2026-01-22 23:24:36,343
B00004298,U001852,P001067,点击,2026-01-03 06:35:36,92
B00004299,U000863,P000987,浏览,2026-02-21 06:02:36,200
B00004300,U000101,P000284,浏览,2026-02-20 11:11:36,458
B00004301,U000593,P000763,收藏,2025-12-08 07:26:36,0
B00004302,U003925,P001191,点击,2026-01-27 13:43:36,107
B00004303,U004462,P001729,浏览,2026-01-16 07:33:36,524
B00004304,U002510,P001424,浏览,2026-01-03 07:51:36,244
B00004305,U001956,P000579,浏览,2026-01-16 17:01:36,272
B00004306,U001655,P000719,浏览,2026-01-14 03:39:36,507
B00004307,U004428,P000836,浏览,2026-02-25 13:24:36,600
B00004308,U004781,P000548,浏览,2026-02-07 10:30:36,591
B00004309,U001689,P000383,浏览,2025-12-20 03:02:36,157
B00004310,U000911,P000798,点击,2026-02-01 09:58:36,162
B00004311,U004642,P000349,浏览,2026-01-09 13:41:36,109
B00004312,U001182,P000791,收藏,2026-01-21 20:59:36,0
B00004313,U002957,P000447,点击,2025-12-20 04:01:36,65
B00004314,U000605,P001989,浏览,2026-03-02 00:36:36,564
B00004315,U002371,P001711,点击,2026-02-19 21:04:36,48
B00004316,U002011,P001547,浏览,2025-12-19 05:17:36,456
B00004317,U004136,P000888,浏览,2026-01-03 15:02:36,461
B00004318,U000203,P001555,点击,2026-03-03 04:41:36,559
B00004319,U000243,P001214,收藏,2026-02-04 00:53:36,0
B00004320,U001530,P000072,加购,2026-01-21 17:32:36,0
B00004321,U003741,P000299,点击,2025-12-05 20:04:36,385
B00004322,U002722,P001099,点击,2025-12-19 08:56:36,524
B00004323,U000660,P001917,浏览,2025-12-29 12:41:36,336
B00004324,U000713,P000649,浏览,2026-01-28 16:57:36,92
B00004325,U003896,P000750,浏览,2026-01-27 10:21:36,183
B00004326,U001175,P000281,浏览,2025-12-30 06:19:36,531
B00004327,U000247,P000985,浏览,2025-12-16 00:59:36,157
B00004328,U000731,P000462,点击,2026-01-06 04:15:36,125
B00004329,U003928,P000287,浏览,2026-01-08 17:03:36,478
B00004330,U003944,P000653,浏览,2026-01-17 07:17:36,449
B00004331,U001561,P000833,加购,2025-12-14 00:02:36,0
B00004332,U000985,P000670,浏览,2026-01-20 06:30:36,444
B00004333,U000496,P000201,加购,2025-12-28 23:31:36,0
B00004334,U002663,P001512,浏览,2025-12-20 21:27:36,64
B00004335,U002127,P000541,点击,2026-02-15 20:10:36,237
B00004336,U002576,P000095,浏览,2025-12-21 07:52:36,549
B00004337,U001083,P001298,浏览,2025-12-27 02:56:36,246
B00004338,U002754,P000131,点击,2025-12-11 01:45:36,272
B00004339,U004995,P001783,点击,2026-02-24 18:19:36,507
B00004340,U002959,P001571,加购,2025-12-28 05:26:36,0
B00004341,U000544,P000962,点击,2025-12-14 02:40:36,542
B00004342,U003064,P001156,点击,2026-01-07 20:09:36,445
B00004343,U001903,P001321,浏览,2026-03-04 11:50:36,157
B00004344,U004315,P001359,浏览,2025-12-21 06:19:36,424
B00004345,U003172,P000114,浏览,2026-01-31 11:47:36,286
B00004346,U002151,P000465,点击,2026-02-21 13:48:36,437
B00004347,U000884,P001114,浏览,2026-02-07 09:07:36,90
B00004348,U002678,P001247,浏览,2026-02-13 06:13:36,410
B00004349,U002803,P000798,收藏,2025-12-29 19:33:36,0
B00004350,U003976,P000599,浏览,2026-02-09 23:25:36,126
B00004351,U000007,P001246,浏览,2025-12-14 22:25:36,344
B00004352,U002436,P001291,浏览,2025-12-28 06:17:36,58
B00004353,U001546,P001569,收藏,2026-01-09 05:31:36,0
B00004354,U004924,P001318,浏览,2026-02-23 04:23:36,73
B00004355,U002090,P001262,点击,2025-12-17 06:45:36,549
B00004356,U004192,P001541,浏览,2025-12-27 20:21:36,426
B00004357,U002294,P000699,浏览,2026-01-21 04:38:36,27
B00004358,U004210,P000248,收藏,2026-03-02 22:48:36,0
B00004359,U002592,P000611,加购,2025-12-16 00:40:36,0
B00004360,U004426,P000563,浏览,2025-12-22 01:44:36,350
B00004361,U003575,P001601,收藏,2026-02-12 19:10:36,0
B00004362,U004041,P001220,点击,2026-01-05 04:35:36,18
B00004363,U003225,P000570,浏览,2026-01-17 12:29:36,247
B00004364,U001241,P000176,点击,2025-12-24 08:39:36,339
B00004365,U003830,P001210,收藏,2026-01-10 04:25:36,0
B00004366,U003494,P000486,浏览,2026-02-05 11:33:36,40
B00004367,U003591,P000677,加购,2025-12-15 01:18:36,0
B00004368,U000717,P000135,点击,2025-12-31 04:50:36,18
B00004369,U000264,P001023,浏览,2026-03-02 23:09:36,515
B00004370,U000318,P000572,点击,2026-03-04 01:18:36,552
B00004371,U002208,P001339,点击,2026-02-09 17:55:36,420
B00004372,U002525,P001418,点击,2026-01-14 21:51:36,75
B00004373,U000641,P000801,收藏,2026-02-18 19:02:36,0
B00004374,U000859,P000691,点击,2026-02-03 04:33:36,103
B00004375,U004244,P000123,点击,2026-03-04 14:44:36,266
B00004376,U001471,P001870,加购,2025-12-27 17:44:36,0
B00004377,U000975,P000932,浏览,2025-12-22 07:19:36,27
B00004378,U001286,P001391,浏览,2026-02-16 01:43:36,480
B00004379,U000052,P000806,浏览,2026-01-24 11:31:36,446
B00004380,U004354,P001268,浏览,2026-02-01 23:11:36,467
B00004381,U001020,P001847,点击,2026-02-28 04:35:36,25
B00004382,U003623,P001438,收藏,2025-12-07 06:18:36,0
B00004383,U004344,P001818,浏览,2025-12-27 18:44:36,241
B00004384,U001913,P000351,点击,2025-12-31 00:31:36,313
B00004385,U000288,P001834,收藏,2026-02-28 13:18:36,0
B00004386,U004640,P000431,加购,2026-02-26 18:19:36,0
B00004387,U004739,P001939,浏览,2026-02-06 00:09:36,480
B00004388,U003902,P001896,浏览,2026-02-07 10:34:36,26
B00004389,U004109,P000589,点击,2026-01-20 23:48:36,39
B00004390,U004934,P001111,收藏,2025-12-28 07:25:36,0
B00004391,U002581,P000979,浏览,2026-01-16 10:30:36,523
B00004392,U003517,P001616,浏览,2026-01-08 20:25:36,139
B00004393,U001550,P001433,浏览,2025-12-07 11:06:36,409
B00004394,U004935,P001405,加购,2025-12-19 10:02:36,0
B00004395,U002667,P001498,浏览,2026-02-02 16:16:36,200
B00004396,U002454,P001917,点击,2026-02-03 03:35:36,499
B00004397,U001568,P000085,浏览,2025-12-05 21:58:36,312
B00004398,U003753,P000786,浏览,2026-01-22 05:18:36,424
B00004399,U000288,P001801,浏览,2026-01-09 20:15:36,294
B00004400,U002474,P001496,浏览,2025-12-14 13:10:36,389
B00004401,U000436,P001647,点击,2025-12-10 15:33:36,160
B00004402,U000990,P000360,收藏,2025-12-12 11:43:36,0
B00004403,U003560,P001809,浏览,2026-01-15 10:23:36,144
B00004404,U002406,P001886,浏览,2025-12-21 07:02:36,360
B00004405,U000255,P001024,浏览,2026-02-10 11:16:36,49
B00004406,U002010,P001924,收藏,2026-02-19 19:14:36,0
B00004407,U001835,P000311,收藏,2026-01-27 15:13:36,0
B00004408,U004262,P000310,收藏,2025-12-09 03:36:36,0
B00004409,U000465,P001948,加购,2025-12-11 17:45:36,0
B00004410,U004352,P001129,浏览,2025-12-30 15:08:36,463
B00004411,U000423,P001023,浏览,2026-01-02 17:09:36,271
B00004412,U004294,P001448,加购,2026-03-02 17:04:36,0
B00004413,U004653,P000777,浏览,2025-12-19 08:49:36,473
B00004414,U001896,P000676,浏览,2025-12-12 10:12:36,450
B00004415,U001289,P000648,浏览,2026-03-05 11:40:36,176
B00004416,U001349,P001214,浏览,2026-02-02 13:27:36,100
B00004417,U000555,P000252,浏览,2025-12-29 20:14:36,582
B00004418,U000007,P001238,浏览,2026-02-01 14:34:36,565
B00004419,U001766,P001497,点击,2025-12-05 01:12:36,592
B00004420,U002092,P001146,点击,2026-02-24 20:41:36,253
B00004421,U003244,P000817,点击,2026-02-20 02:54:36,561
B00004422,U003174,P001350,点击,2026-01-05 11:58:36,226
B00004423,U004831,P000218,浏览,2026-02-07 12:04:36,331
B00004424,U001658,P000170,浏览,2025-12-14 13:12:36,589
B00004425,U000812,P001282,点击,2026-01-31 21:15:36,240
B00004426,U001229,P000671,浏览,2026-02-18 21:26:36,18
B00004427,U001963,P000076,点击,2025-12-10 05:04:36,81
B00004428,U000491,P001811,加购,2026-03-05 18:07:36,0
B00004429,U000318,P001657,浏览,2026-02-06 22:22:36,407
B00004430,U004314,P000357,浏览,2026-02-15 07:12:36,524
B00004431,U002549,P001264,点击,2026-02-07 09:30:36,265
B00004432,U001841,P000357,点击,2025-12-30 19:22:36,583
B00004433,U001217,P001601,浏览,2025-12-14 13:55:36,458
B00004434,U000333,P001994,点击,2026-01-30 08:31:36,67
B00004435,U001177,P000956,加购,2025-12-28 04:24:36,0
B00004436,U002601,P000318,浏览,2025-12-20 11:48:36,457
B00004437,U003095,P001724,点击,2026-02-06 22:02:36,72
B00004438,U002264,P001122,点击,2026-01-12 03:47:36,136
B00004439,U001067,P000784,收藏,2026-02-28 09:07:36,0
B00004440,U003433,P000105,浏览,2026-01-13 13:54:36,375
B00004441,U002791,P000647,收藏,2025-12-11 02:58:36,0
B00004442,U002462,P000845,点击,2025-12-07 22:02:36,499
B00004443,U003490,P000196,点击,2026-02-11 17:06:36,339
B00004444,U002670,P001767,浏览,2025-12-27 13:59:36,127
B00004445,U001674,P000991,浏览,2025-12-30 07:50:36,110
B00004446,U002364,P000714,浏览,2026-01-30 11:50:36,473
B00004447,U003969,P000908,点击,2026-01-20 18:44:36,84
B00004448,U003724,P000994,收藏,2025-12-05 14:45:36,0
B00004449,U003502,P000604,浏览,2026-01-22 04:51:36,263
B00004450,U002815,P001925,浏览,2026-01-06 17:44:36,307
B00004451,U000349,P001372,浏览,2026-01-02 19:09:36,30
B00004452,U002123,P000047,点击,2026-01-30 16:37:36,201
B00004453,U004134,P001547,收藏,2025-12-13 08:47:36,0
B00004454,U003518,P001186,点击,2025-12-25 05:31:36,297
B00004455,U000212,P001487,加购,2026-02-20 09:45:36,0
B00004456,U003530,P000563,收藏,2026-01-29 22:49:36,0
B00004457,U004881,P000517,浏览,2026-03-01 16:19:36,187
B00004458,U003637,P000304,点击,2026-02-07 04:06:36,554
B00004459,U004101,P000981,浏览,2025-12-29 20:06:36,472
B00004460,U001267,P000799,浏览,2026-01-01 16:03:36,331
B00004461,U000148,P000424,浏览,2026-01-04 07:57:36,419
B00004462,U001710,P000391,收藏,2026-01-19 06:24:36,0
B00004463,U003023,P000867,浏览,2026-02-04 16:13:36,457
B00004464,U003991,P001109,收藏,2026-01-28 07:10:36,0
B00004465,U003465,P000296,浏览,2026-03-04 14:32:36,211
B00004466,U003837,P001989,浏览,2026-02-04 00:38:36,120
B00004467,U003322,P001422,点击,2025-12-18 21:59:36,113
B00004468,U004524,P000482,收藏,2026-02-19 11:26:36,0
B00004469,U000369,P001802,浏览,2025-12-30 01:43:36,53
B00004470,U003981,P000850,浏览,2026-01-11 22:27:36,132
B00004471,U004744,P000465,点击,2025-12-26 18:13:36,481
B00004472,U001471,P001254,浏览,2026-02-16 11:22:36,398
B00004473,U003094,P001841,加购,2026-02-12 20:39:36,0
B00004474,U002598,P000145,收藏,2026-01-31 19:57:36,0
B00004475,U004635,P001912,浏览,2026-02-12 14:41:36,399
B00004476,U003354,P001750,加购,2026-02-23 03:36:36,0
B00004477,U001303,P000985,浏览,2025-12-12 11:10:36,7
B00004478,U003325,P001971,浏览,2026-01-05 18:38:36,191
B00004479,U001895,P000208,点击,2026-01-30 14:34:36,455
B00004480,U004063,P000446,点击,2026-03-03 20:53:36,98
B00004481,U002525,P000414,浏览,2025-12-07 06:54:36,140
B00004482,U001089,P000823,浏览,2025-12-20 00:21:36,429
B00004483,U001327,P001826,收藏,2026-02-21 04:25:36,0
B00004484,U004270,P001989,浏览,2026-02-13 14:15:36,82
B00004485,U001284,P001260,浏览,2026-02-03 04:57:36,357
B00004486,U003357,P000545,浏览,2026-02-24 20:59:36,288
B00004487,U001103,P001669,点击,2026-01-02 23:59:36,42
B00004488,U001068,P001128,浏览,2026-01-25 18:58:36,530
B00004489,U000745,P001066,浏览,2026-02-15 17:50:36,380
B00004490,U003075,P001155,收藏,2026-01-29 05:09:36,0
B00004491,U002491,P000703,点击,2026-03-02 03:52:36,415
B00004492,U002127,P001958,浏览,2025-12-24 07:29:36,89
B00004493,U003765,P001805,浏览,2026-01-15 13:43:36,10
B00004494,U002863,P000756,加购,2025-12-22 09:25:36,0
B00004495,U003079,P000392,收藏,2026-02-10 17:15:36,0
B00004496,U000883,P000061,点击,2026-02-23 06:45:36,239
B00004497,U002561,P000670,浏览,2026-01-26 18:27:36,211
B00004498,U004792,P000818,浏览,2026-01-27 22:22:36,310
B00004499,U003835,P001093,点击,2025-12-07 01:55:36,577
B00004500,U002775,P000294,点击,2026-02-06 17:12:36,129
B00004501,U000077,P001467,点击,2026-02-21 19:04:36,64
B00004502,U003115,P000095,浏览,2025-12-16 21:36:36,65
B00004503,U003229,P000760,浏览,2026-02-09 13:14:36,253
B00004504,U001013,P000258,浏览,2025-12-28 09:32:36,200
B00004505,U004286,P001593,收藏,2025-12-07 10:25:36,0
B00004506,U000875,P001287,收藏,2026-02-27 07:38:36,0
B00004507,U004358,P000208,收藏,2026-02-14 05:13:36,0
B00004508,U003557,P000394,浏览,2026-01-06 23:57:36,324
B00004509,U002326,P000541,加购,2026-02-12 20:39:36,0
B00004510,U001726,P000734,收藏,2026-02-14 21:36:36,0
B00004511,U003989,P000980,浏览,2025-12-19 11:49:36,353
B00004512,U002355,P000490,浏览,2026-02-03 09:41:36,220
B00004513,U003968,P001186,点击,2026-01-10 23:30:36,592
B00004514,U002655,P000456,点击,2026-02-25 04:15:36,198
B00004515,U003228,P000098,收藏,2026-02-08 09:04:36,0
B00004516,U004396,P000173,浏览,2025-12-21 22:38:36,118
B00004517,U002395,P000639,浏览,2026-01-21 08:08:36,492
B00004518,U004522,P001529,浏览,2025-12-18 12:37:36,322
B00004519,U000042,P001636,浏览,2026-02-26 19:07:36,137
B00004520,U004734,P000583,浏览,2026-02-02 18:17:36,152
B00004521,U001849,P000698,浏览,2025-12-23 22:37:36,100
B00004522,U002125,P001358,收藏,2026-01-05 15:59:36,0
B00004523,U004192,P000596,浏览,2026-01-05 20:26:36,448
B00004524,U002867,P001253,浏览,2026-03-01 02:10:36,375
B00004525,U004833,P000801,收藏,2026-02-12 17:33:36,0
B00004526,U001647,P000863,浏览,2026-02-20 16:04:36,518
B00004527,U000205,P001274,点击,2026-01-16 04:36:36,103
B00004528,U003335,P001633,加购,2025-12-30 06:42:36,0
B00004529,U003660,P001370,浏览,2026-02-24 02:14:36,91
B00004530,U000655,P000730,浏览,2026-01-01 18:27:36,374
B00004531,U002363,P000382,加购,2026-02-18 21:47:36,0
B00004532,U001393,P000947,浏览,2026-02-01 11:43:36,493
B00004533,U003669,P001216,浏览,2025-12-05 13:51:36,583
B00004534,U004840,P000166,收藏,2026-01-12 19:07:36,0
B00004535,U000285,P000976,浏览,2026-02-19 04:28:36,97
B00004536,U001341,P000012,浏览,2025-12-25 20:08:36,208
B00004537,U000512,P001215,浏览,2026-03-05 08:22:36,401
B00004538,U003056,P000449,浏览,2026-01-25 15:12:36,459
B00004539,U004125,P000188,收藏,2026-02-27 17:46:36,0
B00004540,U003812,P001300,浏览,2026-02-05 13:20:36,539
B00004541,U003366,P001529,点击,2026-02-17 17:15:36,354
B00004542,U003079,P000242,点击,2026-02-15 19:57:36,258
B00004543,U004638,P001346,点击,2026-01-14 22:29:36,458
B00004544,U002263,P000530,点击,2026-01-21 17:25:36,153
B00004545,U004723,P001962,浏览,2025-12-20 13:50:36,558
B00004546,U004024,P000458,浏览,2026-02-23 17:52:36,65
B00004547,U000215,P001399,点击,2025-12-09 23:37:36,404
B00004548,U003242,P001527,点击,2025-12-21 14:19:36,251
B00004549,U002269,P000774,点击,2026-01-07 06:42:36,396
B00004550,U003332,P000066,点击,2026-02-10 09:59:36,563
B00004551,U002309,P001488,点击,2026-03-03 15:55:36,141
B00004552,U001838,P001093,浏览,2026-02-10 08:57:36,272
B00004553,U000566,P000639,浏览,2025-12-15 11:18:36,539
B00004554,U003692,P001149,点击,2026-02-21 14:39:36,81
B00004555,U003899,P001126,浏览,2026-02-17 07:12:36,509
B00004556,U000801,P001750,浏览,2026-02-23 02:09:36,195
B00004557,U001279,P001402,点击,2025-12-18 12:52:36,509
B00004558,U001302,P001174,收藏,2025-12-24 21:55:36,0
B00004559,U003631,P000511,浏览,2026-02-16 14:16:36,111
B00004560,U004742,P001430,点击,2025-12-07 11:01:36,227
B00004561,U003505,P001601,浏览,2025-12-26 11:31:36,74
B00004562,U000992,P001020,浏览,2026-01-16 21:30:36,99
B00004563,U004725,P001252,浏览,2026-02-20 19:02:36,340
B00004564,U002526,P001969,点击,2025-12-10 19:18:36,532
B00004565,U002430,P001613,点击,2025-12-27 03:39:36,177
B00004566,U004915,P001420,浏览,2026-02-22 16:47:36,340
B00004567,U002601,P000703,浏览,2026-01-09 04:42:36,56
B00004568,U003161,P001677,加购,2026-01-13 00:20:36,0
B00004569,U002140,P000627,点击,2025-12-18 04:42:36,556
B00004570,U000377,P001532,点击,2026-01-12 14:08:36,303
B00004571,U001105,P001659,浏览,2025-12-24 08:48:36,222
B00004572,U002148,P000240,加购,2025-12-30 01:12:36,0
B00004573,U001614,P000446,浏览,2026-02-17 16:09:36,290
B00004574,U002848,P000059,浏览,2026-01-16 20:40:36,193
B00004575,U003468,P001915,点击,2026-03-04 06:05:36,100
B00004576,U000023,P001931,浏览,2026-01-30 13:09:36,125
B00004577,U002704,P001650,浏览,2026-01-31 22:06:36,168
B00004578,U004012,P000594,点击,2026-02-04 07:46:36,102
B00004579,U004866,P000726,浏览,2025-12-11 05:33:36,564
B00004580,U003349,P001793,浏览,2025-12-23 19:02:36,192
B00004581,U003770,P000324,点击,2026-03-01 07:20:36,555
B00004582,U000919,P000009,浏览,2025-12-16 04:30:36,542
B00004583,U001980,P001539,浏览,2026-02-23 09:19:36,177
B00004584,U000377,P000456,浏览,2026-02-28 21:13:36,101
B00004585,U001251,P000777,点击,2025-12-21 22:52:36,270
B00004586,U001197,P001362,收藏,2025-12-28 16:13:36,0
B00004587,U001671,P001349,浏览,2025-12-17 22:58:36,363
B00004588,U003141,P001814,浏览,2026-02-17 15:48:36,323
B00004589,U003353,P000613,加购,2026-01-23 15:21:36,0
B00004590,U002911,P000118,浏览,2025-12-26 14:06:36,484
B00004591,U004966,P000453,点击,2026-01-09 14:10:36,49
B00004592,U001357,P000407,浏览,2026-02-28 06:28:36,332
B00004593,U001767,P000592,点击,2026-02-18 15:02:36,294
B00004594,U001366,P001157,收藏,2025-12-28 09:18:36,0
B00004595,U002365,P001509,加购,2026-01-29 09:27:36,0
B00004596,U003977,P000492,加购,2026-02-14 23:44:36,0
B00004597,U003842,P000551,浏览,2026-03-04 17:34:36,259
B00004598,U003245,P000515,浏览,2026-02-12 15:51:36,219
B00004599,U000544,P000538,收藏,2026-01-02 00:51:36,0
B00004600,U003272,P001015,点击,2026-02-15 22:16:36,186
B00004601,U003664,P001288,浏览,2026-01-22 21:42:36,100
B00004602,U000776,P001493,浏览,2026-02-07 16:38:36,162
B00004603,U001621,P001076,浏览,2026-02-26 22:37:36,333
B00004604,U004313,P000978,浏览,2025-12-25 06:14:36,372
B00004605,U000532,P001733,浏览,2026-02-02 12:51:36,305
B00004606,U004545,P001414,收藏,2026-01-13 08:23:36,0
B00004607,U000889,P001918,浏览,2025-12-20 18:59:36,201
B00004608,U001914,P001179,浏览,2026-03-05 22:05:36,149
B00004609,U004057,P000377,收藏,2025-12-29 03:49:36,0
B00004610,U000393,P000214,浏览,2025-12-23 20:31:36,287
B00004611,U001622,P001430,点击,2026-02-01 19:13:36,304
B00004612,U003458,P001510,浏览,2026-03-05 22:01:36,225
B00004613,U002364,P000568,浏览,2026-02-22 10:02:36,192
B00004614,U001349,P000486,点击,2025-12-15 17:46:36,183
B00004615,U002861,P000555,浏览,2026-02-03 17:55:36,66
B00004616,U000318,P001051,浏览,2026-01-01 15:39:36,482
B00004617,U004475,P001581,浏览,2026-01-05 22:45:36,531
B00004618,U000705,P001326,浏览,2025-12-21 01:04:36,117
B00004619,U003772,P001905,加购,2025-12-21 23:09:36,0
B00004620,U001042,P000033,浏览,2025-12-16 21:14:36,30
B00004621,U002875,P001151,加购,2026-03-04 04:48:36,0
B00004622,U004245,P001514,收藏,2026-01-21 13:04:36,0
B00004623,U004654,P001631,浏览,2026-02-23 05:11:36,343
B00004624,U002510,P000796,点击,2026-01-03 14:14:36,35
B00004625,U004007,P000350,浏览,2026-02-02 21:35:36,566
B00004626,U003811,P000866,点击,2026-03-03 02:46:36,575
B00004627,U003025,P001645,浏览,2025-12-20 06:21:36,281
B00004628,U004791,P001105,浏览,2025-12-08 15:23:36,58
B00004629,U004643,P000691,点击,2026-01-09 18:42:36,558
B00004630,U002128,P000704,浏览,2026-02-20 22:45:36,89
B00004631,U004614,P000547,点击,2026-02-02 08:33:36,420
B00004632,U002750,P000420,浏览,2026-02-21 05:42:36,477
B00004633,U000244,P000262,浏览,2026-02-23 12:33:36,169
B00004634,U000009,P000493,浏览,2025-12-11 03:03:36,254
B00004635,U003655,P000733,加购,2025-12-13 10:54:36,0
B00004636,U002694,P001210,点击,2026-01-31 12:06:36,224
B00004637,U001324,P001152,浏览,2026-02-15 03:47:36,416
B00004638,U002297,P001943,点击,2026-01-25 18:37:36,255
B00004639,U002371,P000270,浏览,2026-02-09 02:22:36,386
B00004640,U002604,P000201,收藏,2025-12-10 22:34:36,0
B00004641,U003534,P000824,加购,2026-01-18 16:18:36,0
B00004642,U000393,P001615,浏览,2026-02-03 14:12:36,107
B00004643,U001252,P001254,加购,2026-01-12 22:10:36,0
B00004644,U002967,P000921,浏览,2026-01-23 10:02:36,49
B00004645,U004665,P001172,浏览,2025-12-18 03:22:36,480
B00004646,U004340,P001515,收藏,2026-01-28 03:42:36,0
B00004647,U003129,P000214,浏览,2025-12-05 13:43:36,227
B00004648,U001167,P001991,收藏,2026-01-13 09:10:36,0
B00004649,U002567,P000914,点击,2026-02-15 00:35:36,530
B00004650,U003008,P001660,收藏,2026-02-21 21:03:36,0
B00004651,U000193,P001681,点击,2026-02-16 13:42:36,387
B00004652,U000327,P000142,加购,2025-12-12 23:37:36,0
B00004653,U004121,P001562,点击,2026-02-15 23:49:36,69
B00004654,U004198,P000744,浏览,2025-12-26 19:54:36,329
B00004655,U000663,P001696,加购,2025-12-31 17:40:36,0
B00004656,U004313,P001373,浏览,2026-02-16 02:24:36,228
B00004657,U004838,P000232,点击,2025-12-30 08:00:36,300
B00004658,U004026,P000443,点击,2026-01-28 22:29:36,222
